town_low,town_high,distance_mi,rank,hh_income_category,hh_income_value,school_to_school
Peabody,Beverly,4.935838087070542,25,median_household_income_high,80586,Peabody-Beverly
Lynn,Peabody,4.94029677394803,26,median_household_income_high,73217,Lynn-Peabody
Haverhill,Methuen,4.97318960159047,27,median_household_income_high,77484,Haverhill-Methuen
Newbury,Newburyport,5.008180269711917,28,median_household_income_high,109839,Newbury-Newburyport
Beverly,Marblehead,5.037819794778186,29,median_household_income_high,123333,Beverly-Marblehead
Gloucester,Manchester,5.06495176646527,30,median_household_income_high,148854,Gloucester-Manchester
Ipswich,Newbury,5.0819856969992605,31,median_household_income_high,101875,Ipswich-Newbury
Hamilton,Manchester,5.254430247077268,32,median_household_income_high,148854,Hamilton-Manchester
Peabody,Swampscott,5.289150594497587,33,median_household_income_high,113407,Peabody-Swampscott
Methuen,Andover,5.306090018823177,34,median_household_income_high,95600,Methuen-Andover
Salem,Danvers,5.330710306255406,35,median_household_income_high,89250,Salem-Danvers
Danvers,Hamilton,5.335146344153019,36,median_household_income_high,127813,Danvers-Hamilton
Saugus,Swampscott,5.349151489056062,37,median_household_income_high,113407,Saugus-Swampscott
Saugus,Lynnfield,5.433577113105851,38,median_household_income_high,128641,Saugus-Lynnfield
Peabody,Middleton,5.5454252943224684,39,median_household_income_high,125204,Peabody-Middleton
Newbury,Groveland,5.590551585369322,40,median_household_income_high,103125,Newbury-Groveland
Amesbury,Groveland,5.917174839382962,41,median_household_income_high,103125,Amesbury-Groveland
Danvers,Lynnfield,5.964400140329401,42,median_household_income_high,128641,Danvers-Lynnfield
Beverly,Manchester,5.971410704235797,43,median_household_income_high,148854,Beverly-Manchester
Haverhill,North Andover,6.005102278445393,44,median_household_income_high,108070,Haverhill-North Andover
Beverly,Swampscott,6.252890130243487,45,median_household_income_high,113407,Beverly-Swampscott
Lynn,Lynnfield,6.268752525050366,46,median_household_income_high,128641,Lynn-Lynnfield
Peabody,Saugus,6.286835159897371,47,median_household_income_high,88667,Peabody-Saugus
Beverly,Middleton,6.352256480398708,48,median_household_income_high,125204,Beverly-Middleton
Peabody,Marblehead,6.446932447408488,49,median_household_income_high,123333,Peabody-Marblehead
Salem,Saugus,6.465266029224285,50,median_household_income_high,88667,Salem-Saugus
Middleton,Hamilton,6.512709111452249,51,median_household_income_high,127813,Middleton-Hamilton
Salem,Lynnfield,6.587860172732203,52,median_household_income_high,128641,Salem-Lynnfield
Lynnfield,Boxford,6.601916701304433,53,median_household_income_high,184007,Lynnfield-Boxford
Merrimac,Newburyport,6.769292675011802,54,median_household_income_high,109839,Merrimac-Newburyport
North Andover,Georgetown,6.802750263821978,55,median_household_income_high,128466,North Andover-Georgetown
Lynn,Beverly,6.870577048901468,56,median_household_income_high,80586,Lynn-Beverly
Georgetown,Boxford,6.878720081064147,57,median_household_income_high,184007,Georgetown-Boxford
Lawrence,Haverhill,6.909402253317068,58,median_household_income_high,69426,Lawrence-Haverhill
Danvers,Marblehead,6.956299833777334,59,median_household_income_high,123333,Danvers-Marblehead
Swampscott,Lynnfield,7.077581548126293,60,median_household_income_high,128641,Swampscott-Lynnfield
Danvers,Swampscott,7.138617286692019,61,median_household_income_high,113407,Danvers-Swampscott
Ipswich,Georgetown,7.303851120504134,62,median_household_income_high,128466,Ipswich-Georgetown
Lynn,Danvers,7.307373189110715,63,median_household_income_high,89250,Lynn-Danvers
Amesbury,Newbury,7.5010648416583505,64,median_household_income_high,101875,Amesbury-Newbury
Haverhill,Georgetown,7.509617320152967,65,median_household_income_high,128466,Haverhill-Georgetown
Ipswich,Middleton,7.724247814786984,66,median_household_income_high,125204,Ipswich-Middleton
Merrimac,North Andover,7.740175664835019,67,median_household_income_high,108070,Merrimac-North Andover
Beverly,Lynnfield,7.932323713286167,68,median_household_income_high,128641,Beverly-Lynnfield
Newburyport,Georgetown,7.985919998287651,69,median_household_income_high,128466,Newburyport-Georgetown
Saugus,Marblehead,8.109540994969315,70,median_household_income_high,123333,Saugus-Marblehead
Marblehead,Manchester,8.114360343705243,71,median_household_income_high,148854,Marblehead-Manchester
Lawrence,Georgetown,8.367780755084983,72,median_household_income_high,128466,Lawrence-Georgetown
Danvers,Manchester,8.406932757250539,73,median_household_income_high,148854,Danvers-Manchester
Danvers,Ipswich,8.419675912179603,74,median_household_income_high,93212,Danvers-Ipswich
Ipswich,Manchester,8.526754212020727,75,median_household_income_high,148854,Ipswich-Manchester
Peabody,Hamilton,8.6667657317385,76,median_household_income_high,127813,Peabody-Hamilton
Beverly,Ipswich,8.687484950177778,77,median_household_income_high,93212,Beverly-Ipswich
Newbury,Hamilton,8.708197936264018,78,median_household_income_high,127813,Newbury-Hamilton
Methuen,Groveland,8.742235481874381,79,median_household_income_high,103125,Methuen-Groveland
Rowley,Topsfield,8.781965738283064,80,median_household_income_high,136863,Rowley-Topsfield
Gloucester,Hamilton,8.789220302849722,81,median_household_income_high,127813,Gloucester-Hamilton
Ipswich,Newburyport,8.794455982710373,82,median_household_income_high,109839,Ipswich-Newburyport
Salem,Middleton,8.816292246351624,83,median_household_income_high,125204,Salem-Middleton
North Andover,Middleton,8.861898890882394,84,median_household_income_high,125204,North Andover-Middleton
Marblehead,Lynnfield,8.946003625179499,85,median_household_income_high,128641,Marblehead-Lynnfield
Amesbury,Georgetown,9.053987393332404,86,median_household_income_high,128466,Amesbury-Georgetown
Salem,Hamilton,9.056235129047684,87,median_household_income_high,127813,Salem-Hamilton
Salem,Manchester,9.064067512897635,88,median_household_income_high,148854,Salem-Manchester
Lawrence,Groveland,9.218136735579188,89,median_household_income_high,103125,Lawrence-Groveland
Haverhill,Andover,9.313462010627669,90,median_household_income_high,95600,Haverhill-Andover
Rockport,Manchester,9.32182162171862,91,median_household_income_high,148854,Rockport-Manchester
Andover,Boxford,9.39963004524344,92,median_household_income_high,184007,Andover-Boxford
Methuen,Georgetown,9.416447742331538,93,median_household_income_high,128466,Methuen-Georgetown
Haverhill,Amesbury,9.432995428782732,94,median_household_income_high,82468,Haverhill-Amesbury
Marblehead,Hamilton,9.476531826064932,95,median_household_income_high,127813,Marblehead-Hamilton
Saugus,Danvers,9.57372625400376,96,median_household_income_high,89250,Saugus-Danvers
Hamilton,Georgetown,9.644274943153622,97,median_household_income_high,128466,Hamilton-Georgetown
Lawrence,Middleton,9.746248479830118,98,median_household_income_high,125204,Lawrence-Middleton
Andover,Georgetown,9.747505053932809,99,median_household_income_high,128466,Andover-Georgetown
Haverhill,Salisbury,10.109357689480698,100,median_household_income_high,81304,Haverhill-Salisbury
Beverly,Saugus,10.167938912426532,101,median_household_income_high,88667,Beverly-Saugus
Danvers,Georgetown,10.201636133036132,102,median_household_income_high,128466,Danvers-Georgetown
Andover,Lynnfield,10.264085646401904,103,median_household_income_high,128641,Andover-Lynnfield
Gloucester,Ipswich,10.286158546833445,104,median_household_income_high,93212,Gloucester-Ipswich
Lynn,Boxford,10.36432465025636,105,median_household_income_high,184007,Lynn-Boxford
Swampscott,Topsfield,10.457407210268777,106,median_household_income_high,136863,Swampscott-Topsfield
Ipswich,Groveland,10.50318592490948,107,median_household_income_high,103125,Ipswich-Groveland
North Andover,Rowley,10.595961011815945,108,median_household_income_high,115909,North Andover-Rowley
Swampscott,Manchester,10.59850211551116,109,median_household_income_high,148854,Swampscott-Manchester
Marblehead,Topsfield,10.634881963318213,110,median_household_income_high,136863,Marblehead-Topsfield
Peabody,Manchester,10.89742855278487,111,median_household_income_high,148854,Peabody-Manchester
Gloucester,Beverly,10.9558361024831,112,median_household_income_high,80586,Gloucester-Beverly
Swampscott,Hamilton,10.979043471364784,113,median_household_income_high,127813,Swampscott-Hamilton
Manchester,Boxford,11.062451325444878,114,median_household_income_high,184007,Manchester-Boxford
Merrimac,Middleton,11.088968260199872,115,median_household_income_high,125204,Merrimac-Middleton
Danvers,Newbury,11.227650685583374,116,median_household_income_high,101875,Danvers-Newbury
Hamilton,Lynnfield,11.276499284588269,117,median_household_income_high,128641,Hamilton-Lynnfield
Andover,Groveland,11.297377400068251,118,median_household_income_high,103125,Andover-Groveland
Haverhill,Newburyport,11.334324255299892,119,median_household_income_high,109839,Haverhill-Newburyport
Saugus,Boxford,11.577205900611634,120,median_household_income_high,184007,Saugus-Boxford
Lynn,Hamilton,11.58051109203177,121,median_household_income_high,127813,Lynn-Hamilton
Lynn,Manchester,11.605556675732252,122,median_household_income_high,148854,Lynn-Manchester
Peabody,Ipswich,11.758579459620153,123,median_household_income_high,93212,Peabody-Ipswich
North Andover,Lynnfield,11.938911532163392,124,median_household_income_high,128641,North Andover-Lynnfield
Lawrence,Lynnfield,11.95438781934023,125,median_household_income_high,128641,Lawrence-Lynnfield
Peabody,Andover,12.063527257128282,126,median_household_income_high,95600,Peabody-Andover
Amesbury,Ipswich,12.148935466625495,127,median_household_income_high,93212,Amesbury-Ipswich
Lawrence,Rowley,12.169708775426864,128,median_household_income_high,115909,Lawrence-Rowley
Rockport,Hamilton,12.217801923766386,129,median_household_income_high,127813,Rockport-Hamilton
Beverly,Georgetown,12.234465974400331,130,median_household_income_high,128466,Beverly-Georgetown
Peabody,Georgetown,12.41794498133533,131,median_household_income_high,128466,Peabody-Georgetown
Methuen,Topsfield,12.442101289657243,132,median_household_income_high,136863,Methuen-Topsfield
Danvers,North Andover,12.472701117800066,133,median_household_income_high,108070,Danvers-North Andover
Danvers,Andover,12.515988078045464,134,median_household_income_high,95600,Danvers-Andover
Rockport,Ipswich,12.51727943650737,135,median_household_income_high,93212,Rockport-Ipswich
Beverly,Newbury,12.52232559194136,136,median_household_income_high,101875,Beverly-Newbury
Newburyport,Hamilton,12.895687904682754,137,median_household_income_high,127813,Newburyport-Hamilton
Gloucester,Marblehead,12.899264511038684,138,median_household_income_high,123333,Gloucester-Marblehead
Salem,Ipswich,12.964355516829128,139,median_household_income_high,93212,Salem-Ipswich
Methuen,Newbury,12.969386349249572,140,median_household_income_high,101875,Methuen-Newbury
Peabody,North Andover,12.983646178047747,141,median_household_income_high,108070,Peabody-North Andover
Georgetown,Lynnfield,13.00013446141318,142,median_household_income_high,128641,Georgetown-Lynnfield
Haverhill,Middleton,13.045684163488096,143,median_household_income_high,125204,Haverhill-Middleton
Gloucester,Danvers,13.162132013870128,144,median_household_income_high,89250,Gloucester-Danvers
Lawrence,Danvers,13.219430987655702,145,median_household_income_high,89250,Lawrence-Danvers
Lawrence,Peabody,13.34602148618582,146,median_household_income_high,73217,Lawrence-Peabody
Ipswich,North Andover,13.514457314090834,147,median_household_income_high,108070,Ipswich-North Andover
Andover,Rowley,13.542872599968398,148,median_household_income_high,115909,Andover-Rowley
Newbury,Manchester,13.555635495860168,149,median_household_income_high,148854,Newbury-Manchester
Groveland,Hamilton,13.56794630071523,150,median_household_income_high,127813,Groveland-Hamilton
Ipswich,Marblehead,13.58268546146308,151,median_household_income_high,123333,Ipswich-Marblehead
Amesbury,North Andover,13.642329098655866,152,median_household_income_high,108070,Amesbury-North Andover
Newburyport,Boxford,13.787627617280872,153,median_household_income_high,184007,Newburyport-Boxford
Ipswich,Lynnfield,13.8728960493289,154,median_household_income_high,128641,Ipswich-Lynnfield
Lynnfield,Manchester,13.902776957218602,155,median_household_income_high,148854,Lynnfield-Manchester
North Andover,Newburyport,14.04076001068662,156,median_household_income_high,109839,North Andover-Newburyport
Salem,Gloucester,14.081055789442749,157,median_household_income_high,72574,Salem-Gloucester
Peabody,Newbury,14.101567271065784,158,median_household_income_high,101875,Peabody-Newbury
Methuen,Amesbury,14.19260795563816,159,median_household_income_high,82468,Methuen-Amesbury
Merrimac,Danvers,14.486994630142885,160,median_household_income_high,89250,Merrimac-Danvers
North Andover,Hamilton,14.529339262337508,161,median_household_income_high,127813,North Andover-Hamilton
Saugus,Hamilton,14.6134452953004,162,median_household_income_high,127813,Saugus-Hamilton
Haverhill,Ipswich,14.669865718574146,163,median_household_income_high,93212,Haverhill-Ipswich
Georgetown,Manchester,14.883813332484069,164,median_household_income_high,148854,Georgetown-Manchester
Ipswich,Swampscott,14.900666267532348,165,median_household_income_high,113407,Ipswich-Swampscott
Lawrence,Ipswich,14.938465774524616,166,median_household_income_high,93212,Lawrence-Ipswich
Beverly,Rockport,15.074415061446627,167,median_household_income_high,85208,Beverly-Rockport
Lawrence,Amesbury,15.087670934599409,168,median_household_income_high,82468,Lawrence-Amesbury
Methuen,Lynnfield,15.14039062640831,169,median_household_income_high,128641,Methuen-Lynnfield
Saugus,Andover,15.162806374607642,170,median_household_income_high,95600,Saugus-Andover
Gloucester,Salisbury,15.183458969627928,171,median_household_income_high,81304,Gloucester-Salisbury
Beverly,North Andover,15.202946214049929,172,median_household_income_high,108070,Beverly-North Andover
Gloucester,Boxford,15.254370502270476,173,median_household_income_high,184007,Gloucester-Boxford
Beverly,Andover,15.336875510225218,174,median_household_income_high,95600,Beverly-Andover
Rowley,Lynnfield,15.362293556244408,175,median_household_income_high,128641,Rowley-Lynnfield
Lynn,Ipswich,15.380850893825723,176,median_household_income_high,93212,Lynn-Ipswich
Methuen,Newburyport,15.49621321495254,177,median_household_income_high,109839,Methuen-Newburyport
Saugus,Manchester,15.506799112025297,178,median_household_income_high,148854,Saugus-Manchester
Gloucester,Swampscott,15.517247717133625,179,median_household_income_high,113407,Gloucester-Swampscott
Salem,Georgetown,15.519365983947756,180,median_household_income_high,128466,Salem-Georgetown
Lawrence,Newburyport,15.606260090799044,181,median_household_income_high,109839,Lawrence-Newburyport
Ipswich,Andover,15.619722899199228,182,median_household_income_high,95600,Ipswich-Andover
Lawrence,Hamilton,15.70856348237175,183,median_household_income_high,127813,Lawrence-Hamilton
Amesbury,Middleton,15.72378249702108,184,median_household_income_high,125204,Amesbury-Middleton
Andover,Hamilton,15.758343218532286,185,median_household_income_high,127813,Andover-Hamilton
Gloucester,Peabody,15.890522696154266,186,median_household_income_high,73217,Gloucester-Peabody
Lawrence,Beverly,16.00590447862675,187,median_household_income_high,80586,Lawrence-Beverly
Methuen,Danvers,16.053745356476842,188,median_household_income_high,89250,Methuen-Danvers
Amesbury,Hamilton,16.097453923288366,189,median_household_income_high,127813,Amesbury-Hamilton
Danvers,Newburyport,16.133658382863327,190,median_household_income_high,109839,Danvers-Newburyport
Salem,Andover,16.204989390768823,191,median_household_income_high,95600,Salem-Andover
Salem,Newbury,16.43744294243522,192,median_household_income_high,101875,Salem-Newbury
Peabody,Methuen,16.439975632764526,193,median_household_income_high,77484,Peabody-Methuen
Lynn,Andover,16.481500340819096,194,median_household_income_high,95600,Lynn-Andover
Beverly,Groveland,16.495403844308367,195,median_household_income_high,103125,Beverly-Groveland
Methuen,Ipswich,16.565586663887842,196,median_household_income_high,93212,Methuen-Ipswich
Lynn,Gloucester,16.5739121803416,197,median_household_income_high,72574,Lynn-Gloucester
Peabody,Groveland,16.58896113190994,198,median_household_income_high,103125,Peabody-Groveland
Haverhill,Danvers,16.742845521517314,199,median_household_income_high,89250,Haverhill-Danvers
Rockport,Newbury,16.829522160879524,200,median_household_income_high,101875,Rockport-Newbury
Groveland,Lynnfield,16.880364255363606,201,median_household_income_high,128641,Groveland-Lynnfield
Salem,North Andover,16.994939653374267,202,median_household_income_high,108070,Salem-North Andover
Rockport,Danvers,17.068055413321378,203,median_household_income_high,89250,Rockport-Danvers
Marblehead,Georgetown,17.078385759064822,204,median_household_income_high,128466,Marblehead-Georgetown
Newburyport,Manchester,17.092291070744253,205,median_household_income_high,148854,Newburyport-Manchester
Lawrence,Saugus,17.09637317499067,206,median_household_income_high,88667,Lawrence-Saugus
Haverhill,Hamilton,17.117663719384304,207,median_household_income_high,127813,Haverhill-Hamilton
Andover,Swampscott,17.159933115955244,208,median_household_income_high,113407,Andover-Swampscott
Beverly,Newburyport,17.162864608528,209,median_household_income_high,109839,Beverly-Newburyport
Amesbury,Andover,17.210854155649013,210,median_household_income_high,95600,Amesbury-Andover
Rockport,Marblehead,17.214476041323557,211,median_household_income_high,123333,Rockport-Marblehead
Lynn,Georgetown,17.229769197983277,212,median_household_income_high,128466,Lynn-Georgetown
Saugus,North Andover,17.24339387979217,213,median_household_income_high,108070,Saugus-North Andover
Swampscott,Georgetown,17.25751644148076,214,median_household_income_high,128466,Swampscott-Georgetown
Andover,Newburyport,17.403607755179664,215,median_household_income_high,109839,Andover-Newburyport
Gloucester,Newburyport,17.439456653732286,216,median_household_income_high,109839,Gloucester-Newburyport
Lawrence,Salem,17.441359298529775,217,median_household_income_high,68808,Lawrence-Salem
Gloucester,Georgetown,17.51726905403272,218,median_household_income_high,128466,Gloucester-Georgetown
Haverhill,Lynnfield,17.549864906635467,219,median_household_income_high,128641,Haverhill-Lynnfield
Salisbury,Marblehead,17.559301459631794,220,median_household_income_high,123333,Salisbury-Marblehead
Lynn,North Andover,17.793342757604016,221,median_household_income_high,108070,Lynn-North Andover
Rockport,Newburyport,17.911944205966048,222,median_household_income_high,109839,Rockport-Newburyport
Methuen,Hamilton,17.956172618128836,223,median_household_income_high,127813,Methuen-Hamilton
Saugus,Ipswich,17.993398810778938,224,median_household_income_high,93212,Saugus-Ipswich
Lawrence,Lynn,18.016548938946595,225,median_household_income_high,56181,Lawrence-Lynn
Haverhill,Peabody,18.069702789019665,226,median_household_income_high,73217,Haverhill-Peabody
North Andover,Swampscott,18.268783059518945,227,median_household_income_high,113407,North Andover-Swampscott
Saugus,Georgetown,18.28075555882961,228,median_household_income_high,128466,Saugus-Georgetown
Newbury,Swampscott,18.31949668550949,229,median_household_income_high,113407,Newbury-Swampscott
Salem,Rockport,18.37551040891196,230,median_household_income_high,85208,Salem-Rockport
Andover,Marblehead,18.48502227795016,231,median_household_income_high,123333,Andover-Marblehead
Lynn,Newbury,18.534331766607817,232,median_household_income_high,101875,Lynn-Newbury
Lawrence,Swampscott,18.584554664701063,233,median_household_income_high,113407,Lawrence-Swampscott
Amesbury,Danvers,18.594489097577085,234,median_household_income_high,89250,Amesbury-Danvers
Groveland,Manchester,18.708926594679557,235,median_household_income_high,148854,Groveland-Manchester
Rockport,Boxford,18.711609389647226,236,median_household_income_high,184007,Rockport-Boxford
Methuen,Beverly,18.785638006009563,237,median_household_income_high,80586,Methuen-Beverly
Gloucester,Lynnfield,18.87052226289195,238,median_household_income_high,128641,Gloucester-Lynnfield
Peabody,Newburyport,19.090854751609864,239,median_household_income_high,109839,Peabody-Newburyport
North Andover,Marblehead,19.10744090093772,240,median_household_income_high,123333,North Andover-Marblehead
Haverhill,Beverly,19.17226391554763,241,median_household_income_high,80586,Haverhill-Beverly
North Andover,Manchester,19.60006908182719,242,median_household_income_high,148854,North Andover-Manchester
Lawrence,Marblehead,19.63388197068381,243,median_household_income_high,123333,Lawrence-Marblehead
Rockport,Georgetown,19.77429283323797,244,median_household_income_high,128466,Rockport-Georgetown
Salem,Merrimac,19.79855980776882,245,median_household_income_high,84609,Salem-Merrimac
Rockport,Swampscott,19.832944954636584,246,median_household_income_high,113407,Rockport-Swampscott
Peabody,Rockport,19.98039290805461,247,median_household_income_high,85208,Peabody-Rockport
Beverly,Amesbury,20.02087689393048,248,median_household_income_high,82468,Beverly-Amesbury
Methuen,Saugus,20.282260549932783,249,median_household_income_high,88667,Methuen-Saugus
Salisbury,Saugus,20.307828831078293,250,median_household_income_high,88667,Salisbury-Saugus
Newburyport,Lynnfield,20.356616448714604,251,median_household_income_high,128641,Newburyport-Lynnfield
Andover,Manchester,20.460129563002276,252,median_household_income_high,148854,Andover-Manchester
Salem,Methuen,20.498835495217957,253,median_household_income_high,77484,Salem-Methuen
Gloucester,Saugus,20.54127361270812,254,median_household_income_high,88667,Gloucester-Saugus
Amesbury,Manchester,20.6275022248012,255,median_household_income_high,148854,Amesbury-Manchester
Lawrence,Manchester,20.681324564641606,256,median_household_income_high,148854,Lawrence-Manchester
Gloucester,Merrimac,20.736345367951014,257,median_household_income_high,84609,Gloucester-Merrimac
Lynn,Rockport,20.8839856108975,258,median_household_income_high,85208,Lynn-Rockport
Lynn,Methuen,21.167875343829028,259,median_household_income_high,77484,Lynn-Methuen
Peabody,Amesbury,21.238386179045992,260,median_household_income_high,82468,Peabody-Amesbury
Salem,Newburyport,21.242177897894187,261,median_household_income_high,109839,Salem-Newburyport
Gloucester,Amesbury,21.26372255824968,262,median_household_income_high,82468,Gloucester-Amesbury
Groveland,Marblehead,21.36451126434109,263,median_household_income_high,123333,Groveland-Marblehead
Lynn,Merrimac,21.4528307283514,264,median_household_income_high,84609,Lynn-Merrimac
Groveland,Swampscott,21.51867720344836,265,median_household_income_high,113407,Groveland-Swampscott
Methuen,Swampscott,21.70454772517829,266,median_household_income_high,113407,Methuen-Swampscott
Amesbury,Rockport,21.77235614252541,267,median_household_income_high,85208,Amesbury-Rockport
Salem,Haverhill,21.799231471755373,268,median_household_income_high,69426,Salem-Haverhill
Amesbury,Lynnfield,22.042808363077896,269,median_household_income_high,128641,Amesbury-Lynnfield
Newburyport,Marblehead,22.178447256449367,270,median_household_income_high,123333,Newburyport-Marblehead
Saugus,Groveland,22.26165384218731,271,median_household_income_high,103125,Saugus-Groveland
Haverhill,Manchester,22.36945438661742,272,median_household_income_high,148854,Haverhill-Manchester
Rockport,Groveland,22.392578038158675,273,median_household_income_high,103125,Rockport-Groveland
Methuen,Marblehead,22.64541588297923,274,median_household_income_high,123333,Methuen-Marblehead
Rockport,Lynnfield,22.91466328343544,275,median_household_income_high,128641,Rockport-Lynnfield
Haverhill,Saugus,22.955894710502044,276,median_household_income_high,88667,Haverhill-Saugus
Lynn,Haverhill,23.0026220104014,277,median_household_income_high,69426,Lynn-Haverhill
Methuen,Manchester,23.089600480819158,278,median_household_income_high,148854,Methuen-Manchester
Newburyport,Swampscott,23.15133451011449,279,median_household_income_high,113407,Newburyport-Swampscott
Gloucester,North Andover,23.172294105998617,280,median_household_income_high,108070,Gloucester-North Andover
Haverhill,Swampscott,23.30482078720043,281,median_household_income_high,113407,Haverhill-Swampscott
Lynn,Newburyport,23.432829441197484,282,median_household_income_high,109839,Lynn-Newburyport
Haverhill,Marblehead,23.68056099428028,283,median_household_income_high,123333,Haverhill-Marblehead
Salem,Amesbury,23.871491956767866,284,median_household_income_high,82468,Salem-Amesbury
Lawrence,Gloucester,24.42470131212901,285,median_household_income_high,72574,Lawrence-Gloucester
Gloucester,Andover,24.547384939302,286,median_household_income_high,95600,Gloucester-Andover
Rockport,Saugus,24.827248081289227,287,median_household_income_high,88667,Rockport-Saugus
Haverhill,Gloucester,24.95035273715314,288,median_household_income_high,72574,Haverhill-Gloucester
Amesbury,Marblehead,25.056378726242865,289,median_household_income_high,123333,Amesbury-Marblehead
Saugus,Newburyport,25.312493514949253,290,median_household_income_high,109839,Saugus-Newburyport
Amesbury,Swampscott,25.72700610367984,291,median_household_income_high,113407,Amesbury-Swampscott
Lynn,Amesbury,25.86689109358219,292,median_household_income_high,82468,Lynn-Amesbury
Rockport,North Andover,25.970085084054105,293,median_household_income_high,108070,Rockport-North Andover
Gloucester,Methuen,26.487426371561423,294,median_household_income_high,77484,Gloucester-Methuen
Haverhill,Rockport,26.915489928836628,295,median_household_income_high,85208,Haverhill-Rockport
Amesbury,Saugus,27.268306509975,296,median_household_income_high,88667,Amesbury-Saugus
Lawrence,Rockport,27.33693396290136,297,median_household_income_high,85208,Lawrence-Rockport
Rockport,Andover,27.740646256643792,298,median_household_income_high,95600,Rockport-Andover
Methuen,Rockport,29.08233974307388,299,median_household_income_high,85208,Methuen-Rockport
