district_code,district_name_w_charters,district_name_x,total_#_of_classes,average_class_size,number_of_students,african_american_%,asian_%,hispanic_%,white_%,native_american_%,"native_hawaiian,_pacific_islander_%","multi-race,_non-hispanic_%",tests_taken_x,score=1_x,score=2_x,score=3_x,score=4_x,score=5_x,%_score_1-2_x,%_score_3-5_x,tests_taken_y,score=1_y,score=2_y,score=3_y,score=4_y,score=5_y,%_score_1-2_y,%_score_3-5_y,tests_takers,tests_taken_x,one_test,two_tests,three_tests,four_tests,five_or_more_tests,high_school_graduates_(#),attending_coll./univ._(#),attending_coll./univ._(%),private_two-year_(%),private_four-year_(%),public_two-year_(%),public_four-year_(%),ma_community_college_(%),ma_state_university_(%),univ.of_mass._(%),tests_taken_y,reading_/_writing,writing,math,#_in_cohort,%_graduated,%_still_in_school,%_non-grad_completers,%_h.s._equiv.,%_dropped_out,%_permanently_excluded
2710000,Shrewsbury,Shrewsbury,"2,551",18.2,"6,046",3.4,33.2,9.3,49.2,0.5,0,4.4,852,35,105,190,260,262,16.4,83.6,852,35,105,190,260,262,16.4,83.6,393,852,136,115,93,40,9,492,407,82.7,0,42.3,12.3,45.5,12,11.5,20.4,504,609,,630,505,96.6,2.4,0,0.2,0.8,0
2720000,Shutesbury,,55,14.8,116,1.7,0.9,10.3,82.8,0.9,0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600000,Silver Lake,Silver Lake,814,18.9,"1,729",1.3,1,2.6,93.6,0.4,0,1.2,389,32,83,135,103,36,29.6,70.4,389,32,83,135,103,36,29.6,70.4,199,389,70,84,34,6,5,284,191,67.3,0,41.9,12.6,45.5,11.5,13.1,15.7,202,587,,589,291,97.6,0.7,0,0,1.7,0
4740000,Sizer School: A North Central Charter Essential (District),Sizer School: A North Central Charter Essential (District),234,13,370,7,1.4,25.4,63,0.5,0,2.7,27,7,18,2,0,0,92.6,7.4,27,7,18,2,0,0,92.6,7.4,24,27,21,3,0,0,0,44,24,54.5,0,45.8,8.3,45.8,8.3,33.3,8.3,18,563,,548,46,95.7,0,0,0,4.3,0
2730000,Somerset,,939,18.4,"1,623",0.9,1.7,4.9,89.2,0.3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7630000,Somerset Berkley Regional School District,Somerset Berkley Regional School District,448,18,"1,007",1.1,0.5,4.4,92.4,0.2,0.1,1.4,461,47,105,129,113,67,33,67,461,47,105,129,113,67,33,67,228,461,100,58,43,21,6,252,199,79,0,31.2,23.6,45.2,23.1,11.6,27.1,195,569,,568,265,95.1,4.2,0,0,0.8,0
2740000,Somerville,Somerville,"2,366",12.3,"4,624",8.9,6.2,41.1,39.2,0.1,0.2,4.4,458,114,134,110,66,34,54.1,45.9,458,114,134,110,66,34,54.1,45.9,260,458,148,55,33,19,5,319,162,50.8,0,39.5,21.6,38.9,21,4.9,30.2,90,580,,575,342,88,7.6,0.6,0,3.8,0
2780000,South Hadley,South Hadley,697,17.4,"1,788",1.8,2,16,77.4,0.1,0,2.8,200,31,53,67,37,12,42,58,200,31,53,67,37,12,42,58,109,200,49,35,19,6,0,142,106,74.6,0,38.7,30.2,31.1,29.2,7.5,15.1,86,554,,550,147,95.9,2,0,0,2,0
8290000,South Middlesex Regional Vocational Technical,South Middlesex Regional Vocational Technical,761,12.6,815,4.8,1.4,41.1,47.7,2,0,3.1,76,18,29,16,12,1,61.8,38.2,76,18,29,16,12,1,61.8,38.2,44,76,22,16,3,2,1,168,65,38.7,0,26.2,32.3,41.5,30.8,23.1,13.8,14,586,,587,173,96,1.2,0,0.6,2.3,0
4880000,South Shore Charter Public (District),South Shore Charter Public (District),534,15.3,"1,013",35.7,5.5,6.3,45.7,0.4,0,6.3,118,22,50,29,13,4,61,39,118,22,50,29,13,4,61,39,81,118,51,24,5,1,0,71,52,73.2,0,40.4,9.6,50,9.6,25,15.4,123,517,,489,72,97.2,1.4,0,0,1.4,0
8730000,South Shore Regional Vocational Technical,South Shore Regional Vocational Technical,247,15,637,1.7,1.1,4.6,91.2,0.3,0,1.1,3,,,,,,,,3,,,,,,,,3,,,,,,,142,42,29.6,0,21.4,31,47.6,31,23.8,19,17,528,,522,145,95.9,2.1,0,0,2.1,0
2750000,Southampton,,173,15.1,460,0.2,1.5,7.2,87.6,0,0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760000,Southborough,,501,14.9,"1,243",1.7,20,5.7,67.4,0.2,0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770000,Southbridge,Southbridge,895,15.7,"1,886",1.8,1.3,62.5,32.1,0.2,0.2,2,75,33,30,8,3,1,84,16,75,33,30,8,3,1,84,16,42,75,19,14,8,1,0,78,29,37.2,0,37.9,51.7,10.3,48.3,10.3,0,6,,,,126,59.5,15.1,10.3,0.8,14.3,0
8720000,Southeastern Regional Vocational Technical,Southeastern Regional Vocational Technical,"1,408",8.2,"1,527",35.7,1.7,14,42.9,0,0,5.7,88,27,35,19,6,1,70.5,29.5,88,27,35,19,6,1,70.5,29.5,76,88,67,6,3,0,0,333,170,51.1,0,34.1,31.2,34.7,30,18.2,12.4,22,515,,491,339,97.6,1.5,0,0,0.9,0
7650000,Southern Berkshire,Southern Berkshire,470,12.1,655,1.4,0.2,8.9,84.4,0.5,0,4.7,37,9,5,10,11,2,37.8,62.2,37,9,5,10,11,2,37.8,62.2,26,37,15,11,0,0,0,55,25,45.5,0,52,20,28,16,8,0,29,568,,525,63,88.9,3.2,0,3.2,4.8,0
8760000,Southern Worcester County Regional Vocational Technical,Southern Worcester County Regional Vocational Technical,993,13.5,"1,168",0.9,0.7,11.4,85,0.1,0,1.9,170,51,62,28,22,7,66.5,33.5,170,51,62,28,22,7,66.5,33.5,106,170,59,32,13,2,0,248,107,43.1,0,36.4,26.2,37.4,24.3,22.4,9.3,86,537,,527,251,96,3.2,0,0,0.8,0
7660000,Southwick-Tolland-Granville Regional School District,Southwick-Tolland-Granville Regional School District,774,14.4,"1,403",1.8,1,5.4,89.3,0.3,0,2.3,91,26,20,27,13,5,50.5,49.5,91,26,20,27,13,5,50.5,49.5,67,91,46,18,3,0,0,114,76,66.7,0,34.2,22.4,43.4,22.4,25,5.3,40,542,,540,116,96.6,0,0,0,3.4,0
7670000,Spencer-E Brookfield,Spencer-E Brookfield,469,15.5,"1,353",2.7,1.3,16.3,75.5,0.2,0,3.9,48,7,13,19,7,2,41.7,58.3,48,7,13,19,7,2,41.7,58.3,20,48,2,10,6,2,0,61,35,57.4,0,25.7,31.4,42.9,31.4,28.6,5.7,8,,,,71,78.9,15.5,0,0,5.6,0
2810000,Springfield,Springfield,"21,372",11.5,"24,098",18.6,2.1,68,9,0.1,0,2.2,975,506,262,139,57,11,78.8,21.2,975,506,262,139,57,11,78.8,21.2,561,975,299,152,77,24,9,1436,509,35.4,0,34.4,45,20.6,43.6,8.3,8.1,579,471,,467,"1,801",77,9.1,0.5,0.8,12.5,0
35100000,Springfield Preparatory Charter School (District),,87,32.5,374,17.4,2.4,69,9.4,0,0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840000,Stoneham,Stoneham,"1,483",13.4,"2,288",2.2,5.8,10,77.8,0.3,0,3.9,213,20,51,71,56,15,33.3,66.7,213,20,51,71,56,15,33.3,66.7,124,213,68,36,12,6,2,181,138,76.2,0,44.9,10.9,43.5,10.9,12.3,15.9,83,549,,554,185,95.7,2.7,0,0.5,1.1,0
2850000,Stoughton,Stoughton,"1,941",16,"3,436",25,6.1,14.7,48,0.2,0.3,5.8,242,75,66,65,32,4,58.3,41.7,242,75,66,65,32,4,58.3,41.7,123,242,51,37,23,12,0,264,167,63.3,0,34.1,15,50.9,15,19.2,21,76,554,,555,277,92.4,4.7,0.4,0,2.5,0
2870000,Sturbridge,,295,17.7,809,1,1.5,7.3,84.8,0.3,0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890000,Sturgis Charter Public (District),,453,14.1,853,2.5,2.9,4.9,86.5,0.4,0.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,192,164,85.4,0,40.2,16.5,43.3,15.9,7.3,17.7,98,587,,572,194,97.9,0,0,0,2.1,0
2880000,Sudbury,,"1,918",15.2,"2,547",2.9,9.8,5.5,73.8,0,0.2,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890000,Sunderland,,153,13.3,190,4.7,6.3,11.6,69,0,0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900000,Sutton,Sutton,463,17.4,"1,258",1.1,1.4,4,89.7,0,0.1,3.7,208,26,68,60,39,15,45.2,54.8,208,26,68,60,39,15,45.2,54.8,131,208,75,36,19,1,0,102,89,87.3,0,40.4,3.4,56.2,3.4,14.6,21.3,97,562,,546,106,96.2,2.8,0,0,0.9,0
2910000,Swampscott,Swampscott,"1,208",16.8,"2,134",3.7,2.7,12.1,78.1,0.2,0,3.1,439,32,105,127,105,70,31.2,68.8,439,32,105,127,105,70,31.2,68.8,189,439,62,49,48,19,11,160,124,77.5,0,37.1,10.5,52.4,10.5,12.1,12.9,128,606,,596,163,95.7,3.7,0,0,0.6,0
2920000,Swansea,Swansea,"1,786",8.9,"2,013",0.9,1.2,2.7,93.5,0.2,0,1.4,199,49,49,58,37,6,49.2,50.8,199,49,49,58,37,6,49.2,50.8,109,199,47,41,15,5,1,129,83,64.3,0,30.1,25.3,44.6,22.9,13.3,22.9,101,564,,547,133,94.7,4.5,0,0,0.8,0
39020000,TEC Connections Academy Commonwealth Virtual School District,TEC Connections Academy Commonwealth Virtual School District,592,45.8,"2,661",7.8,2.6,18.9,63.4,0.2,0.3,6.8,73,8,19,21,16,9,37,63,73,8,19,21,16,9,37,63,45,73,27,11,5,1,1,287,115,40.1,0,39.1,39.1,21.7,38.3,7.8,7.8,39,585,,555,534,42.1,14.4,0,7.1,36.3,0
7700000,Tantasqua,Tantasqua,"1,186",14.8,"1,776",1.2,1.1,6.5,87.3,0.1,0.1,3.8,327,31,89,98,72,37,36.7,63.3,327,31,89,98,72,37,36.7,63.3,195,327,103,58,29,4,1,291,183,62.9,0,35,20.2,44.8,19.7,12.6,19.7,142,575,,596,298,97,1.3,0.3,0.7,0.7,0
2930000,Taunton,Taunton,"3,299",19.4,"7,861",19.8,1.1,13.6,59.3,0.3,0.2,5.7,430,135,125,94,46,30,60.5,39.5,430,135,125,94,46,30,60.5,39.5,306,430,214,65,22,5,0,506,266,52.6,0,23.7,32.7,43.6,31.6,13.9,21.4,211,538,,514,545,91.9,2.9,1.7,0,3.5,0
2950000,Tewksbury,Tewksbury,"1,487",17.9,"3,221",4,4.1,6.6,83.3,0.1,0,1.9,381,48,94,99,111,29,37.3,62.7,381,48,94,99,111,29,37.3,62.7,242,381,153,54,23,9,3,226,154,68.1,0,49.4,9.7,40.9,9.7,5.8,20.8,196,552,,545,234,94.9,2.6,0,0,2.6,0
2960000,Tisbury,,205,13.8,292,6.5,0.7,36.6,49.3,2.1,0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980000,Topsfield,,204,15.1,585,0.2,1.5,4.6,90.4,0.9,0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8780000,Tri-County Regional Vocational Technical,Tri-County Regional Vocational Technical,569,16.6,946,1,0.9,7.8,85.4,0.1,0.1,4.8,83,20,33,18,10,2,63.9,36.1,83,20,33,18,10,2,63.9,36.1,64,83,45,19,0,0,0,247,124,50.2,0,36.3,25,38.7,21.8,18.5,7.3,38,538,,520,252,97.2,2,0,0,0.8,0
7730000,Triton,Triton,"1,124",16.9,"2,198",1.6,2.1,3.9,90.1,0.1,0.1,2,129,7,33,41,31,17,31,69,129,7,33,41,31,17,31,69,77,129,44,19,10,3,1,174,117,67.2,0,30.8,32.5,36.8,30.8,7.7,14.5,63,595,,585,190,89.5,4.2,0.5,2.1,3.7,0
3000000,Truro,,61,15.4,113,8,0,6.2,67.3,0,0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010000,Tyngsborough,Tyngsborough,966,17.6,"1,604",4.7,9,7.2,75.2,0.2,0,3.7,131,15,27,42,34,13,32.1,67.9,131,15,27,42,34,13,32.1,67.9,91,131,56,30,5,0,0,116,88,75.9,0,52.3,13.6,34.1,11.4,6.8,21.6,155,557,,573,119,96.6,1.7,0,0,1.7,0
4800000,UP Academy Charter School of Boston (District),,138,22.1,364,44.5,3.3,48.4,2.5,0.3,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35050000,UP Academy Charter School of Dorchester (District),,138,31.9,722,54.9,0.3,40.9,1.4,0.1,0.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7740000,Up-Island Regional,,147,14.1,413,1.7,1,8.5,77,3.9,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8790000,Upper Cape Cod Regional Vocational Technical,Upper Cape Cod Regional Vocational Technical,346,14.1,708,3.3,1.1,4.1,83.5,1,0.1,6.9,24,7,9,8,0,0,66.7,33.3,24,7,9,8,0,0,66.7,33.3,22,24,20,2,0,0,0,169,73,43.2,0,21.9,34.2,43.8,31.5,19.2,15.1,17,492,,462,170,99.4,0,0,0,0.6,0
3040000,Uxbridge,Uxbridge,859,16,"1,598",1.3,1.4,6,88.4,0.6,0.1,2.3,180,56,68,35,16,5,68.9,31.1,180,56,68,35,16,5,68.9,31.1,96,180,40,30,24,2,0,132,82,62.1,0,19.5,34.1,46.3,31.7,14.6,17.1,113,541,,519,142,80.3,12,0.7,0,7,0
4980000,Veritas Preparatory Charter School (District),,75,27,405,20.5,1.7,70.1,4,0.7,0.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7750000,Wachusett,Wachusett,"3,032",18,"6,656",2.7,3.2,6.4,85.2,0.1,0,2.5,651,32,108,186,209,116,21.5,78.5,651,32,108,186,209,116,21.5,78.5,366,651,197,85,60,17,7,493,387,78.5,0,43.2,11.9,45,11.4,17.8,15,514,582,,581,510,95.1,2.9,0,0.2,1.8,0
3050000,Wakefield,Wakefield,"1,476",16.1,"3,331",2.8,3.7,7.9,82.2,0.2,0.2,3.1,458,76,115,136,87,44,41.7,58.3,458,76,115,136,87,44,41.7,58.3,227,458,95,71,35,16,10,262,210,80.2,0,47.6,10.5,41.9,9,8.6,14.8,248,565,,561,265,98.1,0.4,0,0.4,1.1,0
3060000,Wales,,41,16.2,129,1.6,0,1.6,93.8,0.8,0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070000,Walpole,Walpole,"1,502",15.3,"3,659",3.5,6.8,6.5,79.6,0.3,0.1,3.2,405,12,39,131,138,85,12.6,87.4,405,12,39,131,138,85,12.6,87.4,200,405,90,49,39,12,10,264,217,82.2,0,45.6,4.1,50.2,3.7,11.5,12.9,291,587,,569,269,96.7,1.1,0,0,2.2,0
3080000,Waltham,Waltham,"3,761",13.5,"5,549",9.3,5.1,43.1,40.1,0.1,0,2.4,530,119,146,121,88,56,50,50,530,119,146,121,88,56,50,50,257,530,91,86,57,19,4,393,214,54.5,0.5,42.5,14.5,42.5,13.6,13.1,22.9,204,564,,555,467,80.7,4.1,0.9,0.2,14.1,0
3090000,Ware,Ware,409,18.9,"1,168",1.6,0.4,8.8,85,0.2,0.3,3.7,46,7,12,14,8,5,41.3,58.7,46,7,12,14,8,5,41.3,58.7,37,46,29,7,1,0,0,43,24,55.8,0,29.2,37.5,33.3,37.5,29.2,0,27,512,,534,52,76.9,13.5,0,1.9,7.7,0
3100000,Wareham,Wareham,"1,319",13.5,"2,052",7.7,0.9,8.7,68.4,1.4,0.1,12.9,132,63,38,21,10,0,76.5,23.5,132,63,38,21,10,0,76.5,23.5,78,132,37,31,7,3,0,114,61,53.5,0,23,14.8,62.3,14.8,27.9,21.3,9,,,,133,79.7,9,1.5,0.8,9,0
3140000,Watertown,Watertown,"1,827",12.5,"2,552",4.6,7.4,19.3,62.9,0.4,0,5.4,150,7,24,46,38,35,20.7,79.3,150,7,24,46,38,35,20.7,79.3,96,150,56,29,8,3,0,147,101,68.7,0,37.6,18.8,43.6,17.8,7.9,15.8,144,559,,568,170,83.5,10.6,0,0,5.9,0
3150000,Wayland,Wayland,"1,372",16.3,"2,718",5.1,15.2,4.9,68.2,0,0.1,6.5,434,5,28,86,146,169,7.6,92.4,434,5,28,86,146,169,7.6,92.4,216,434,95,60,33,21,7,202,176,87.1,0,63.1,2.8,34.1,2.8,2.8,11.9,214,645,,657,207,97.1,1.9,0.5,0,0.5,0
3160000,Webster,Webster,823,17.2,"1,679",6.1,1.7,33.2,52.5,0.2,0.1,6.4,113,48,33,16,10,6,71.7,28.3,113,48,33,16,10,6,71.7,28.3,68,113,36,22,7,3,0,95,53,55.8,0,32.1,22.6,45.3,18.9,30.2,11.3,23,523,,509,116,77.6,7.8,0,0.9,13.8,0
3170000,Wellesley,Wellesley,"2,523",14.8,"4,442",3.7,15.3,5.6,68,0,0,7.4,837,59,89,182,264,243,17.7,82.3,837,59,89,182,264,243,17.7,82.3,405,837,173,101,81,33,17,380,311,81.8,0.3,69.5,3.9,26.4,3.5,1,4.2,337,657,,670,392,95.9,3.6,0,0,0.5,0
3180000,Wellfleet,,88,11.7,99,1,0,4,79.8,0,0,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220000,West Boylston,West Boylston,617,13.9,895,3.7,1.9,11.5,78.1,0.1,0.2,4.5,96,15,24,27,16,14,40.6,59.4,96,15,24,27,16,14,40.6,59.4,78,96,60,18,0,0,0,53,43,81.1,0,30.2,30.2,39.5,30.2,14,16.3,43,570,,536,62,83.9,4.8,0,0,11.3,0
3230000,West Bridgewater,West Bridgewater,870,18.7,"1,414",6.7,1.1,5.9,81.1,0.1,0.1,5,177,30,71,46,27,3,57.1,42.9,177,30,71,46,27,3,57.1,42.9,108,177,59,30,18,1,0,108,84,77.8,0,39.3,10.7,50,10.7,23.8,17.9,111,543,,542,109,99.1,0,0,0,0.9,0
3320000,West Springfield,West Springfield,"2,374",10.7,"3,917",3.6,8.9,21.7,62.2,0.1,0.1,3.5,442,77,138,132,71,24,48.6,51.4,442,77,138,132,71,24,48.6,51.4,232,442,99,67,55,11,0,279,167,59.9,0,28.1,42.5,29.3,41.9,13.8,10.8,62,568,,547,305,88.5,5.9,0.3,0.3,4.9,0
3210000,Westborough,Westborough,"1,998",15.8,"3,845",2.2,35.4,8.2,50.8,0.1,0.1,3.2,543,25,54,123,191,150,14.5,85.5,543,25,54,123,191,150,14.5,85.5,288,543,137,82,42,21,6,261,212,81.2,0,45.3,9.9,44.8,9.9,7.5,19.3,343,625,,639,269,95.9,3.3,0.4,0,0.4,0
3250000,Westfield,Westfield,"2,697",16,"4,927",2.4,3.1,17.8,73.2,0.1,0,3.4,217,47,79,60,27,4,58.1,41.9,217,47,79,60,27,4,58.1,41.9,139,217,81,41,14,3,0,444,236,53.2,0,37.3,36.4,26.3,34.7,16.1,3.4,87,559,,554,473,91.5,3,0.4,0.6,4.4,0
3260000,Westford,Westford,"3,064",12.6,"4,759",1.5,29.4,2.5,62.4,0.1,0,4.1,817,11,50,154,262,340,7.5,92.5,817,11,50,154,262,340,7.5,92.5,406,817,174,112,75,33,12,423,373,88.2,0,45.3,4.6,50.1,4.6,3.2,21.4,403,632,,654,434,97.5,1.8,0,0.2,0.5,0
3270000,Westhampton,,65,12.7,110,2.7,0,5.5,89.1,0,0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300000,Weston,Weston,"1,040",14.2,"1,905",6.6,17.5,6.5,63.7,0.1,0.1,5.6,548,47,91,132,130,148,25.2,74.8,548,47,91,132,130,148,25.2,74.8,281,548,136,84,21,21,19,169,134,79.3,0,70.9,2.2,26.9,1.5,1.5,6,156,638,,657,172,97.1,2.9,0,0,0,0
3310000,Westport,Westport,846,15.2,"1,379",0.6,0.4,4.1,90.9,0.2,0,3.8,113,42,26,30,14,1,60.2,39.8,113,42,26,30,14,1,60.2,39.8,71,113,39,23,8,1,0,49,26,53.1,0,30.8,30.8,38.5,26.9,3.8,26.9,29,521,,490,55,89.1,5.5,0,1.8,3.6,0
3350000,Westwood,Westwood,"1,799",13,"2,970",2.1,12,4.9,76,0,0,4.9,753,36,95,191,262,169,17.4,82.6,753,36,95,191,262,169,17.4,82.6,399,753,183,119,64,27,6,238,207,87,0,56.5,2.4,41.1,2.4,3.9,17.9,339,607,,631,240,97.1,2.9,0,0,0,0
3360000,Weymouth,Weymouth,"2,754",17.4,"5,698",7.3,7,12.5,68.2,0.2,0.1,4.7,574,97,128,172,125,52,39.2,60.8,574,97,128,172,125,52,39.2,60.8,320,574,159,94,42,24,1,464,275,59.3,0,31.6,18.5,49.5,18.2,17.8,19.6,110,548,,538,503,87.9,6,0.4,0.2,5.6,0
3370000,Whately,,87,14.3,116,0.9,0,3.5,94,0,0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800000,Whitman-Hanson,Whitman-Hanson,"1,394",17.5,"3,611",3.2,1.4,6,85.8,0.4,0.1,3.1,456,54,156,133,91,22,46.1,53.9,456,54,156,133,91,22,46.1,53.9,250,456,110,93,35,6,6,268,201,75,0,34.3,17.4,48.3,16.9,17.4,18.4,273,531,,524,283,92.9,6,0,0,1.1,0
8850000,Whittier Regional Vocational Technical,Whittier Regional Vocational Technical,742,12.6,"1,236",2.9,1.5,25.4,66.2,0.5,0,3.5,25,12,8,4,1,0,80,20,25,12,8,4,1,0,80,20,25,25,25,0,0,0,0,314,148,47.1,0,25.7,52.7,21.6,48,8.1,10.1,35,549,,527,318,98.7,0,0,0,1.3,0
3400000,Williamsburg,,69,12.5,117,3.4,0,5.1,89.7,0,0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420000,Wilmington,Wilmington,"1,859",14.9,"2,846",1.4,5.8,4.7,84.1,0.1,0,3.9,456,70,99,137,95,55,37.1,62.9,456,70,99,137,95,55,37.1,62.9,237,456,99,85,33,15,5,213,168,78.9,0,41.1,8.9,50,8.3,17.9,20.2,70,592,,580,222,95,2.7,0,0.5,1.8,0
3430000,Winchendon,Winchendon,405,17.8,"1,191",2.1,1.9,7,85.2,0.1,0.3,3.5,30,5,12,9,3,1,56.7,43.3,30,5,12,9,3,1,56.7,43.3,17,30,5,11,1,0,0,60,31,51.7,3.2,25.8,35.5,35.5,35.5,25.8,6.5,30,554,,527,91,56,26.4,0,1.1,16.5,0
3440000,Winchester,Winchester,"3,451",12.8,"4,493",1.2,19,3.4,69.9,0.2,0,6.3,808,39,73,172,250,274,13.9,86.1,808,39,73,172,250,274,13.9,86.1,349,808,141,74,57,48,29,339,280,82.6,0,60.7,6.4,32.9,5.7,1.4,14.3,449,627,,643,343,97.1,2.3,0.3,0,0.3,0
3460000,Winthrop,Winthrop,661,20.6,"1,847",1.4,0.7,16,80.5,0.1,0.1,1.4,335,133,100,57,33,12,69.6,30.4,335,133,100,57,33,12,69.6,30.4,150,335,52,24,62,11,1,125,97,77.6,0,36.1,15.5,48.5,15.5,20.6,17.5,50,559,,552,138,89.9,5.8,0,0.7,3.6,0
3470000,Woburn,Woburn,"2,985",13.8,"4,332",7.5,7.1,12.4,68.4,0.8,0.2,3.5,344,36,104,89,71,44,40.7,59.3,344,36,104,89,71,44,40.7,59.3,205,344,124,41,26,11,3,291,189,64.9,0,35.4,23.3,41.3,23.3,10.1,24.9,220,536,,536,329,86,6.1,0,0.6,7,0.3
3480000,Worcester,Worcester,"11,791",14.1,"20,660",17.3,6.2,42.9,29,0.2,0,4.5,"2,060",957,467,346,192,98,69.1,30.9,"2,060",957,467,346,192,98,69.1,30.9,"1,322","2,060",818,321,137,41,5,1739,893,51.4,0,23.3,33.8,42.9,32.7,24.4,15.2,643,518,,521,"1,838",87.3,6.1,0.5,0.4,5.7,0
3490000,Worthington,,60,6,58,0,0,5.2,91.4,1.7,0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500000,Wrentham,,404,18.4,893,1.8,3,5.4,84.8,0.3,0.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,State Totals,State Totals,"502,941",15.5,"912,474",9.4,7.2,22.4,56.5,0.2,0.1,4.1,"94,879","16,372","20,723","23,162","20,378","14,244",39.1,60.9,"94,879","16,372","20,723","23,162","20,378","14,244",39.1,60.9,"51,911","94,879","25,586","14,802","7,676","2,805","1,042",68405,43773,64,0.1,40,18.6,41.3,17.8,11,17.3,"43,337",576,,576,"74,232",89,5.3,0.6,0.4,4.7,0