loc1,lat1,lon1,loc2,lat2,lon2,distance
1,42.851062,-70.942437,2,42.657187,-71.155438,27.69818497
1,42.851062,-70.942437,3,42.564813,-70.881187,32.22047822
1,42.851062,-70.942437,4,42.624813,-70.975813,25.30497511
1,42.851062,-70.942437,5,42.582062,-70.931438,29.92492957
1,42.851062,-70.942437,6,42.582062,-70.766188,33.19674706
1,42.851062,-70.942437,7,42.724063,-70.986438,14.57098034
1,42.851062,-70.942437,9,42.782938,-71.013188,9.522769859
1,42.851062,-70.942437,10,42.628687,-70.847813,25.90634098
1,42.851062,-70.942437,11,42.787188,-71.106938,15.18093465
1,42.851062,-70.942437,12,42.688563,-70.850938,19.55181647
1,42.851062,-70.942437,13,42.691187,-71.145062,24.28125278
1,42.851062,-70.942437,14,42.476687,-70.943687,41.62872613
1,42.851062,-70.942437,15,42.539063,-71.033062,35.47446151
1,42.851062,-70.942437,16,42.582062,-70.766188,33.19674706
1,42.851062,-70.942437,17,42.492438,-70.869187,40.32433291
1,42.851062,-70.942437,18,42.782938,-71.013188,9.522769859
1,42.851062,-70.942437,19,42.733063,-71.171563,22.84078854
1,42.851062,-70.942437,20,42.624813,-70.975813,25.30497511
1,42.851062,-70.942437,21,42.479062,-70.920438,41.40360306
1,42.851062,-70.942437,22,42.744187,-70.916438,12.07179374
1,42.851062,-70.942437,23,42.813187,-70.886188,6.22700437
1,42.851062,-70.942437,24,42.700563,-71.116563,21.95520056
1,42.851062,-70.942437,25,42.544562,-70.974187,34.17986949
1,42.851062,-70.942437,26,42.652187,-70.609562,35.03921085
1,42.851062,-70.942437,27,42.744187,-70.916438,12.07179374
1,42.851062,-70.942437,28,42.506312,-70.911563,38.41744249
1,42.851062,-70.942437,29,42.744187,-70.916438,12.07179374
1,42.851062,-70.942437,30,42.460813,-71.022437,43.88408563
1,42.851062,-70.942437,31,42.479062,-70.920438,41.40360306
1,42.851062,-70.942437,32,42.624813,-70.975813,25.30497511
1,42.851062,-70.942437,33,42.628687,-70.847813,25.90634098
1,42.851062,-70.942437,34,42.782938,-71.013188,9.522769859
2,42.657187,-71.155438,3,42.564813,-70.881187,24.68230867
2,42.657187,-71.155438,4,42.624813,-70.975813,15.12723827
2,42.657187,-71.155438,5,42.582062,-70.931438,20.14253039
2,42.657187,-71.155438,6,42.582062,-70.766188,32.92738687
2,42.657187,-71.155438,7,42.724063,-70.986438,15.68708883
2,42.657187,-71.155438,8,42.613438,-70.676187,39.50518681
2,42.657187,-71.155438,10,42.628687,-70.847813,25.3605952
2,42.657187,-71.155438,11,42.787188,-71.106938,14.98856426
2,42.657187,-71.155438,12,42.688563,-70.850938,25.13750742
2,42.657187,-71.155438,13,42.691187,-71.145062,3.874622586
2,42.657187,-71.155438,14,42.476687,-70.943687,26.52440378
2,42.657187,-71.155438,15,42.539063,-71.033062,16.51844471
2,42.657187,-71.155438,16,42.582062,-70.766188,32.92738687
2,42.657187,-71.155438,17,42.492438,-70.869187,29.7487598
2,42.657187,-71.155438,18,42.782938,-71.013188,18.1813666
2,42.657187,-71.155438,19,42.733063,-71.171563,8.539324166
2,42.657187,-71.155438,20,42.624813,-70.975813,15.12723827
2,42.657187,-71.155438,21,42.479062,-70.920438,27.6162355
2,42.657187,-71.155438,22,42.744187,-70.916438,21.79514084
2,42.657187,-71.155438,23,42.813187,-70.886188,28.00839182
2,42.657187,-71.155438,24,42.700563,-71.116563,5.776002636
2,42.657187,-71.155438,25,42.544562,-70.974187,19.41436528
2,42.657187,-71.155438,26,42.652187,-70.609562,44.64424277
2,42.657187,-71.155438,27,42.744187,-70.916438,21.79514084
2,42.657187,-71.155438,28,42.506312,-70.911563,26.07940254
2,42.657187,-71.155438,29,42.744187,-70.916438,21.79514084
2,42.657187,-71.155438,30,42.460813,-71.022437,24.40217155
2,42.657187,-71.155438,31,42.479062,-70.920438,27.6162355
2,42.657187,-71.155438,32,42.624813,-70.975813,15.12723827
2,42.657187,-71.155438,33,42.628687,-70.847813,25.3605952
2,42.657187,-71.155438,34,42.782938,-71.013188,18.1813666
2,42.657187,-71.155438,1,42.851062,-70.942437,27.69818497
3,42.564813,-70.881187,4,42.624813,-70.975813,10.22296589
3,42.564813,-70.881187,5,42.582062,-70.931438,4.539867091
3,42.564813,-70.881187,6,42.582062,-70.766188,9.610054023
3,42.564813,-70.881187,7,42.724063,-70.986438,19.68946448
3,42.564813,-70.881187,8,42.613438,-70.676187,17.63170916
3,42.564813,-70.881187,9,42.782938,-71.013188,26.5467793
3,42.564813,-70.881187,11,42.787188,-71.106938,30.85476801
3,42.564813,-70.881187,12,42.688563,-70.850938,13.98115183
3,42.564813,-70.881187,13,42.691187,-71.145062,25.75900643
3,42.564813,-70.881187,14,42.476687,-70.943687,11.05712199
3,42.564813,-70.881187,15,42.539063,-71.033062,12.76583762
3,42.564813,-70.881187,16,42.582062,-70.766188,9.610054023
3,42.564813,-70.881187,17,42.492438,-70.869187,8.107585089
3,42.564813,-70.881187,18,42.782938,-71.013188,26.5467793
3,42.564813,-70.881187,19,42.733063,-71.171563,30.23255392
3,42.564813,-70.881187,20,42.624813,-70.975813,10.22296589
3,42.564813,-70.881187,21,42.479062,-70.920438,10.06305125
3,42.564813,-70.881187,22,42.744187,-70.916438,20.15272963
3,42.564813,-70.881187,23,42.813187,-70.886188,27.62095328
3,42.564813,-70.881187,24,42.700563,-71.116563,24.46677036
3,42.564813,-70.881187,25,42.544562,-70.974187,7.943461439
3,42.564813,-70.881187,26,42.652187,-70.609562,24.25991952
3,42.564813,-70.881187,27,42.744187,-70.916438,20.15272963
3,42.564813,-70.881187,28,42.506312,-70.911563,6.964883394
3,42.564813,-70.881187,29,42.744187,-70.916438,20.15272963
3,42.564813,-70.881187,30,42.460813,-71.022437,16.36371154
3,42.564813,-70.881187,31,42.479062,-70.920438,10.06305125
3,42.564813,-70.881187,32,42.624813,-70.975813,10.22296589
3,42.564813,-70.881187,33,42.628687,-70.847813,7.609717832
3,42.564813,-70.881187,34,42.782938,-71.013188,26.5467793
3,42.564813,-70.881187,1,42.851062,-70.942437,32.22047822
3,42.564813,-70.881187,2,42.657187,-71.155438,24.68230867
4,42.624813,-70.975813,5,42.582062,-70.931438,5.982335735
4,42.624813,-70.975813,6,42.582062,-70.766188,17.80328973
4,42.624813,-70.975813,7,42.724063,-70.986438,11.07022693
4,42.624813,-70.975813,8,42.613438,-70.676187,24.54952973
4,42.624813,-70.975813,9,42.782938,-71.013188,17.8459646
4,42.624813,-70.975813,10,42.628687,-70.847813,10.48118937
4,42.624813,-70.975813,12,42.688563,-70.850938,12.43097192
4,42.624813,-70.975813,13,42.691187,-71.145062,15.68506657
4,42.624813,-70.975813,14,42.476687,-70.943687,16.67976375
4,42.624813,-70.975813,15,42.539063,-71.033062,10.62475507
4,42.624813,-70.975813,16,42.582062,-70.766188,17.80328973
4,42.624813,-70.975813,17,42.492438,-70.869187,17.11518354
4,42.624813,-70.975813,18,42.782938,-71.013188,17.8459646
4,42.624813,-70.975813,19,42.733063,-71.171563,20.02362113
4,42.624813,-70.975813,20,42.624813,-70.975813,0
4,42.624813,-70.975813,21,42.479062,-70.920438,16.82956561
4,42.624813,-70.975813,22,42.744187,-70.916438,14.13320392
4,42.624813,-70.975813,23,42.813187,-70.886188,22.18903586
4,42.624813,-70.975813,24,42.700563,-71.116563,14.26184386
4,42.624813,-70.975813,25,42.544562,-70.974187,8.924496957
4,42.624813,-70.975813,26,42.652187,-70.609562,30.11341641
4,42.624813,-70.975813,27,42.744187,-70.916438,14.13320392
4,42.624813,-70.975813,28,42.506312,-70.911563,14.18844708
4,42.624813,-70.975813,29,42.744187,-70.916438,14.13320392
4,42.624813,-70.975813,30,42.460813,-71.022437,18.63170692
4,42.624813,-70.975813,31,42.479062,-70.920438,16.82956561
4,42.624813,-70.975813,32,42.624813,-70.975813,0
4,42.624813,-70.975813,33,42.628687,-70.847813,10.48118937
4,42.624813,-70.975813,34,42.782938,-71.013188,17.8459646
4,42.624813,-70.975813,1,42.851062,-70.942437,25.30497511
4,42.624813,-70.975813,2,42.657187,-71.155438,15.12723827
4,42.624813,-70.975813,3,42.564813,-70.881187,10.22296589
5,42.582062,-70.931438,6,42.582062,-70.766188,13.52964684
5,42.582062,-70.931438,7,42.724063,-70.986438,16.41794196
5,42.582062,-70.931438,8,42.613438,-70.676187,21.18239826
5,42.582062,-70.931438,9,42.782938,-71.013188,23.31455797
5,42.582062,-70.931438,10,42.628687,-70.847813,8.586085789
5,42.582062,-70.931438,11,42.787188,-71.106938,26.94499808
5,42.582062,-70.931438,13,42.691187,-71.145062,21.27461202
5,42.582062,-70.931438,14,42.476687,-70.943687,11.76007724
5,42.582062,-70.931438,15,42.539063,-71.033062,9.598771614
5,42.582062,-70.931438,16,42.582062,-70.766188,13.52964684
5,42.582062,-70.931438,17,42.492438,-70.869187,11.19507944
5,42.582062,-70.931438,18,42.782938,-71.013188,23.31455797
5,42.582062,-70.931438,19,42.733063,-71.171563,25.83599886
5,42.582062,-70.931438,20,42.624813,-70.975813,5.982335735
5,42.582062,-70.931438,21,42.479062,-70.920438,11.48849094
5,42.582062,-70.931438,22,42.744187,-70.916438,18.06915233
5,42.582062,-70.931438,23,42.813187,-70.886188,25.96460641
5,42.582062,-70.931438,24,42.700563,-71.116563,20.07286678
5,42.582062,-70.931438,25,42.544562,-70.974187,5.444708193
5,42.582062,-70.931438,26,42.652187,-70.609562,27.46837267
5,42.582062,-70.931438,27,42.744187,-70.916438,18.06915233
5,42.582062,-70.931438,28,42.506312,-70.911563,8.578946678
5,42.582062,-70.931438,29,42.744187,-70.916438,18.06915233
5,42.582062,-70.931438,30,42.460813,-71.022437,15.40741896
5,42.582062,-70.931438,31,42.479062,-70.920438,11.48849094
5,42.582062,-70.931438,32,42.624813,-70.975813,5.982335735
5,42.582062,-70.931438,33,42.628687,-70.847813,8.586085789
5,42.582062,-70.931438,34,42.782938,-71.013188,23.31455797
5,42.582062,-70.931438,1,42.851062,-70.942437,29.92492957
5,42.582062,-70.931438,2,42.657187,-71.155438,20.14253039
5,42.582062,-70.931438,3,42.564813,-70.881187,4.539867091
5,42.582062,-70.931438,4,42.624813,-70.975813,5.982335735
6,42.582062,-70.766188,7,42.724063,-70.986438,23.95317577
6,42.582062,-70.766188,8,42.613438,-70.676187,8.151249765
6,42.582062,-70.766188,9,42.782938,-71.013188,30.10909887
6,42.582062,-70.766188,10,42.628687,-70.847813,8.456185822
6,42.582062,-70.766188,11,42.787188,-71.106938,36.00014733
6,42.582062,-70.766188,12,42.688563,-70.850938,13.72248078
6,42.582062,-70.766188,14,42.476687,-70.943687,18.67733307
6,42.582062,-70.766188,15,42.539063,-71.033062,22.37435076
6,42.582062,-70.766188,16,42.582062,-70.766188,0
6,42.582062,-70.766188,17,42.492438,-70.869187,13.05879718
6,42.582062,-70.766188,18,42.782938,-71.013188,30.10909887
6,42.582062,-70.766188,19,42.733063,-71.171563,37.15911013
6,42.582062,-70.766188,20,42.624813,-70.975813,17.80328973
6,42.582062,-70.766188,21,42.479062,-70.920438,17.05663585
6,42.582062,-70.766188,22,42.744187,-70.916438,21.81568073
6,42.582062,-70.766188,23,42.813187,-70.886188,27.50737618
6,42.582062,-70.766188,24,42.700563,-71.116563,31.54325369
6,42.582062,-70.766188,25,42.544562,-70.974187,17.53771132
6,42.582062,-70.766188,26,42.652187,-70.609562,15.00201775
6,42.582062,-70.766188,27,42.744187,-70.916438,21.81568073
6,42.582062,-70.766188,28,42.506312,-70.911563,14.58720272
6,42.582062,-70.766188,29,42.744187,-70.916438,21.81568073
6,42.582062,-70.766188,30,42.460813,-71.022437,24.9557742
6,42.582062,-70.766188,31,42.479062,-70.920438,17.05663585
6,42.582062,-70.766188,32,42.624813,-70.975813,17.80328973
6,42.582062,-70.766188,33,42.628687,-70.847813,8.456185822
6,42.582062,-70.766188,34,42.782938,-71.013188,30.10909887
6,42.582062,-70.766188,1,42.851062,-70.942437,33.19674706
6,42.582062,-70.766188,2,42.657187,-71.155438,32.92738687
6,42.582062,-70.766188,3,42.564813,-70.881187,9.610054023
6,42.582062,-70.766188,4,42.624813,-70.975813,17.80328973
6,42.582062,-70.766188,5,42.582062,-70.931438,13.52964684
7,42.724063,-70.986438,8,42.613438,-70.676187,28.19131195
7,42.724063,-70.986438,9,42.782938,-71.013188,6.901322202
7,42.724063,-70.986438,10,42.628687,-70.847813,15.52095607
7,42.724063,-70.986438,11,42.787188,-71.106938,12.08555762
7,42.724063,-70.986438,12,42.688563,-70.850938,11.75440902
7,42.724063,-70.986438,13,42.691187,-71.145062,13.4666378
7,42.724063,-70.986438,15,42.539063,-71.033062,20.92168847
7,42.724063,-70.986438,16,42.582062,-70.766188,23.95317577
7,42.724063,-70.986438,17,42.492438,-70.869187,27.48499775
7,42.724063,-70.986438,18,42.782938,-71.013188,6.901322202
7,42.724063,-70.986438,19,42.733063,-71.171563,15.15430373
7,42.724063,-70.986438,20,42.624813,-70.975813,11.07022693
7,42.724063,-70.986438,21,42.479062,-70.920438,27.77328064
7,42.724063,-70.986438,22,42.744187,-70.916438,6.139484004
7,42.724063,-70.986438,23,42.813187,-70.886188,12.85209248
7,42.724063,-70.986438,24,42.700563,-71.116563,10.94796536
7,42.724063,-70.986438,25,42.544562,-70.974187,19.98474532
7,42.724063,-70.986438,26,42.652187,-70.609562,31.82363964
7,42.724063,-70.986438,27,42.744187,-70.916438,6.139484004
7,42.724063,-70.986438,28,42.506312,-70.911563,24.97599862
7,42.724063,-70.986438,29,42.744187,-70.916438,6.139484004
7,42.724063,-70.986438,30,42.460813,-71.022437,29.42002438
7,42.724063,-70.986438,31,42.479062,-70.920438,27.77328064
7,42.724063,-70.986438,32,42.624813,-70.975813,11.07022693
7,42.724063,-70.986438,33,42.628687,-70.847813,15.52095607
7,42.724063,-70.986438,34,42.782938,-71.013188,6.901322202
7,42.724063,-70.986438,1,42.851062,-70.942437,14.57098034
7,42.724063,-70.986438,2,42.657187,-71.155438,15.68708883
7,42.724063,-70.986438,3,42.564813,-70.881187,19.68946448
7,42.724063,-70.986438,4,42.624813,-70.975813,11.07022693
7,42.724063,-70.986438,5,42.582062,-70.931438,16.41794196
7,42.724063,-70.986438,6,42.582062,-70.766188,23.95317577
8,42.613438,-70.676187,9,42.782938,-71.013188,33.37191312
8,42.613438,-70.676187,10,42.628687,-70.847813,14.14487901
8,42.613438,-70.676187,11,42.787188,-71.106938,40.15370062
8,42.613438,-70.676187,12,42.688563,-70.850938,16.5539676
8,42.613438,-70.676187,13,42.691187,-71.145062,39.30774665
8,42.613438,-70.676187,14,42.476687,-70.943687,26.67312622
8,42.613438,-70.676187,16,42.582062,-70.766188,8.151249765
8,42.613438,-70.676187,17,42.492438,-70.869187,20.75935402
8,42.613438,-70.676187,18,42.782938,-71.013188,33.37191312
8,42.613438,-70.676187,19,42.733063,-71.171563,42.62738086
8,42.613438,-70.676187,20,42.624813,-70.975813,24.54952973
8,42.613438,-70.676187,21,42.479062,-70.920438,24.9725896
8,42.613438,-70.676187,22,42.744187,-70.916438,24.43540868
8,42.613438,-70.676187,23,42.813187,-70.886188,28.06608503
8,42.613438,-70.676187,24,42.700563,-71.116563,37.29219262
8,42.613438,-70.676187,25,42.544562,-70.974187,25.57331745
8,42.613438,-70.676187,26,42.652187,-70.609562,6.947783415
8,42.613438,-70.676187,27,42.744187,-70.916438,24.43540868
8,42.613438,-70.676187,28,42.506312,-70.911563,22.66126273
8,42.613438,-70.676187,29,42.744187,-70.916438,24.43540868
8,42.613438,-70.676187,30,42.460813,-71.022437,33.05797556
8,42.613438,-70.676187,31,42.479062,-70.920438,24.9725896
8,42.613438,-70.676187,32,42.624813,-70.975813,24.54952973
8,42.613438,-70.676187,33,42.628687,-70.847813,14.14487901
8,42.613438,-70.676187,34,42.782938,-71.013188,33.37191312
8,42.613438,-70.676187,1,42.851062,-70.942437,34.22064444
8,42.613438,-70.676187,2,42.657187,-71.155438,39.50518681
8,42.613438,-70.676187,3,42.564813,-70.881187,17.63170916
8,42.613438,-70.676187,4,42.624813,-70.975813,24.54952973
8,42.613438,-70.676187,5,42.582062,-70.931438,21.18239826
8,42.613438,-70.676187,6,42.582062,-70.766188,8.151249765
8,42.613438,-70.676187,7,42.724063,-70.986438,28.19131195
9,42.782938,-71.013188,10,42.628687,-70.847813,21.83549305
9,42.782938,-71.013188,11,42.787188,-71.106938,7.665212352
9,42.782938,-71.013188,12,42.688563,-70.850938,16.90323931
9,42.782938,-71.013188,13,42.691187,-71.145062,14.8351531
9,42.782938,-71.013188,14,42.476687,-70.943687,34.52498454
9,42.782938,-71.013188,15,42.539063,-71.033062,27.16631303
9,42.782938,-71.013188,17,42.492438,-70.869187,34.38284814
9,42.782938,-71.013188,18,42.782938,-71.013188,0
9,42.782938,-71.013188,19,42.733063,-71.171563,14.06926427
9,42.782938,-71.013188,20,42.624813,-70.975813,17.8459646
9,42.782938,-71.013188,21,42.479062,-70.920438,34.63095417
9,42.782938,-71.013188,22,42.744187,-70.916438,8.997120683
9,42.782938,-71.013188,23,42.813187,-70.886188,10.89412059
9,42.782938,-71.013188,24,42.700563,-71.116563,12.45660531
9,42.782938,-71.013188,25,42.544562,-70.974187,26.69734516
9,42.782938,-71.013188,26,42.652187,-70.609562,36.03736124
9,42.782938,-71.013188,27,42.744187,-70.916438,8.997120683
9,42.782938,-71.013188,28,42.506312,-70.911563,31.86269355
9,42.782938,-71.013188,29,42.744187,-70.916438,8.997120683
9,42.782938,-71.013188,30,42.460813,-71.022437,35.82665917
9,42.782938,-71.013188,31,42.479062,-70.920438,34.63095417
9,42.782938,-71.013188,32,42.624813,-70.975813,17.8459646
9,42.782938,-71.013188,33,42.628687,-70.847813,21.83549305
9,42.782938,-71.013188,34,42.782938,-71.013188,0
9,42.782938,-71.013188,1,42.851062,-70.942437,9.522769859
9,42.782938,-71.013188,2,42.657187,-71.155438,18.1813666
9,42.782938,-71.013188,3,42.564813,-70.881187,26.5467793
9,42.782938,-71.013188,4,42.624813,-70.975813,17.8459646
9,42.782938,-71.013188,5,42.582062,-70.931438,23.31455797
9,42.782938,-71.013188,6,42.582062,-70.766188,30.10909887
9,42.782938,-71.013188,7,42.724063,-70.986438,6.901322202
9,42.782938,-71.013188,8,42.613438,-70.676187,33.37191312
10,42.628687,-70.847813,11,42.787188,-71.106938,27.5482095
10,42.628687,-70.847813,12,42.688563,-70.850938,6.662809665
10,42.628687,-70.847813,13,42.691187,-71.145062,25.28048248
10,42.628687,-70.847813,14,42.476687,-70.943687,18.63702611
10,42.628687,-70.847813,15,42.539063,-71.033062,18.14776653
10,42.628687,-70.847813,16,42.582062,-70.766188,8.456185822
10,42.628687,-70.847813,18,42.782938,-71.013188,21.83549305
10,42.628687,-70.847813,19,42.733063,-71.171563,28.89765877
10,42.628687,-70.847813,20,42.624813,-70.975813,10.48118937
10,42.628687,-70.847813,21,42.479062,-70.920438,17.6690578
10,42.628687,-70.847813,22,42.744187,-70.916438,14.01448615
10,42.628687,-70.847813,23,42.813187,-70.886188,20.75359803
10,42.628687,-70.847813,24,42.700563,-71.116563,23.38270505
10,42.628687,-70.847813,25,42.544562,-70.974187,13.94780748
10,42.628687,-70.847813,26,42.652187,-70.609562,19.66264629
10,42.628687,-70.847813,27,42.744187,-70.916438,14.01448615
10,42.628687,-70.847813,28,42.506312,-70.911563,14.57459772
10,42.628687,-70.847813,29,42.744187,-70.916438,14.01448615
10,42.628687,-70.847813,30,42.460813,-71.022437,23.51806059
10,42.628687,-70.847813,31,42.479062,-70.920438,17.6690578
10,42.628687,-70.847813,32,42.624813,-70.975813,10.48118937
10,42.628687,-70.847813,33,42.628687,-70.847813,0
10,42.628687,-70.847813,34,42.782938,-71.013188,21.83549305
10,42.628687,-70.847813,1,42.851062,-70.942437,25.90634098
10,42.628687,-70.847813,2,42.657187,-71.155438,25.3605952
10,42.628687,-70.847813,3,42.564813,-70.881187,7.609717832
10,42.628687,-70.847813,4,42.624813,-70.975813,10.48118937
10,42.628687,-70.847813,5,42.582062,-70.931438,8.586085789
10,42.628687,-70.847813,6,42.582062,-70.766188,8.456185822
10,42.628687,-70.847813,7,42.724063,-70.986438,15.52095607
10,42.628687,-70.847813,8,42.613438,-70.676187,14.14487901
10,42.628687,-70.847813,9,42.782938,-71.013188,21.83549305
11,42.787188,-71.106938,12,42.688563,-70.850938,23.60886046
11,42.787188,-71.106938,13,42.691187,-71.145062,11.1196051
11,42.787188,-71.106938,14,42.476687,-70.943687,37.01913185
11,42.787188,-71.106938,15,42.539063,-71.033062,28.24376989
11,42.787188,-71.106938,16,42.582062,-70.766188,36.00014733
11,42.787188,-71.106938,17,42.492438,-70.869187,38.11016889
11,42.787188,-71.106938,19,42.733063,-71.171563,8.003572875
11,42.787188,-71.106938,20,42.624813,-70.975813,20.99499361
11,42.787188,-71.106938,21,42.479062,-70.920438,37.50547364
11,42.787188,-71.106938,22,42.744187,-70.916438,16.2694342
11,42.787188,-71.106938,23,42.813187,-70.886188,18.2408268
11,42.787188,-71.106938,24,42.700563,-71.116563,9.664275356
11,42.787188,-71.106938,25,42.544562,-70.974187,29.08036787
11,42.787188,-71.106938,26,42.652187,-70.609562,43.31628238
11,42.787188,-71.106938,27,42.744187,-70.916438,16.2694342
11,42.787188,-71.106938,28,42.506312,-70.911563,35.0824625
11,42.787188,-71.106938,29,42.744187,-70.916438,16.2694342
11,42.787188,-71.106938,30,42.460813,-71.022437,36.94393155
11,42.787188,-71.106938,31,42.479062,-70.920438,37.50547364
11,42.787188,-71.106938,32,42.624813,-70.975813,20.99499361
11,42.787188,-71.106938,33,42.628687,-70.847813,27.5482095
11,42.787188,-71.106938,34,42.782938,-71.013188,7.665212352
11,42.787188,-71.106938,1,42.851062,-70.942437,15.18093465
11,42.787188,-71.106938,2,42.657187,-71.155438,14.98856426
11,42.787188,-71.106938,3,42.564813,-70.881187,30.85476801
11,42.787188,-71.106938,4,42.624813,-70.975813,20.99499361
11,42.787188,-71.106938,5,42.582062,-70.931438,26.94499808
11,42.787188,-71.106938,6,42.582062,-70.766188,36.00014733
11,42.787188,-71.106938,7,42.724063,-70.986438,12.08555762
11,42.787188,-71.106938,8,42.613438,-70.676187,40.15370062
11,42.787188,-71.106938,9,42.782938,-71.013188,7.665212352
11,42.787188,-71.106938,10,42.628687,-70.847813,27.5482095
12,42.688563,-70.850938,13,42.691187,-71.145062,24.04113035
12,42.688563,-70.850938,14,42.476687,-70.943687,24.75308019
12,42.688563,-70.850938,15,42.539063,-71.033062,22.3262621
12,42.688563,-70.850938,16,42.582062,-70.766188,13.72248078
12,42.688563,-70.850938,17,42.492438,-70.869187,21.85921343
12,42.688563,-70.850938,18,42.782938,-71.013188,16.90323931
12,42.688563,-70.850938,20,42.624813,-70.975813,12.43097192
12,42.688563,-70.850938,21,42.479062,-70.920438,23.98029794
12,42.688563,-70.850938,22,42.744187,-70.916438,8.178663219
12,42.688563,-70.850938,23,42.813187,-70.886188,14.15330502
12,42.688563,-70.850938,24,42.700563,-71.116563,21.74941087
12,42.688563,-70.850938,25,42.544562,-70.974187,18.92359937
12,42.688563,-70.850938,26,42.652187,-70.609562,20.14460863
