lat1,lon1,lat2,lon2,Distance
42.851062,-70.942437,42.657187,-71.155438,27.698184973685162
42.851062,-70.942437,42.564813,-70.881187,32.2204782240589
42.851062,-70.942437,42.624813,-70.975813,25.304975112578596
42.851062,-70.942437,42.582062,-70.931438,29.924929565525314
42.851062,-70.942437,42.582062,-70.766188,33.196747063478604
42.851062,-70.942437,42.724063,-70.986438,14.570980336269306
42.851062,-70.942437,42.782938,-71.013188,9.52276985881569
42.851062,-70.942437,42.628687,-70.847813,25.906340984991264
42.851062,-70.942437,42.787188,-71.106938,15.180934650378916
42.851062,-70.942437,42.688563,-70.850938,19.551816467287008
42.851062,-70.942437,42.691187,-71.145062,24.28125278137122
42.851062,-70.942437,42.476687,-70.943687,41.62872613282063
42.851062,-70.942437,42.539063,-71.033062,35.47446150549579
42.851062,-70.942437,42.582062,-70.766188,33.196747063478604
42.851062,-70.942437,42.492438,-70.869187,40.32433290609377
42.851062,-70.942437,42.782938,-71.013188,9.52276985881569
42.851062,-70.942437,42.733063,-71.171563,22.840788535174006
42.851062,-70.942437,42.624813,-70.975813,25.304975112578596
42.851062,-70.942437,42.479062,-70.920438,41.40360305954297
42.851062,-70.942437,42.744187,-70.916438,12.071793736511523
42.851062,-70.942437,42.813187,-70.886188,6.227004370300613
42.851062,-70.942437,42.700563,-71.116563,21.955200559289114
42.851062,-70.942437,42.544562,-70.974187,34.17986948951324
42.851062,-70.942437,42.652187,-70.609562,35.03921085224225
42.851062,-70.942437,42.744187,-70.916438,12.071793736511523
42.851062,-70.942437,42.506312,-70.911563,38.41744249061125
42.851062,-70.942437,42.744187,-70.916438,12.071793736511523
42.851062,-70.942437,42.460813,-71.022437,43.88408563027939
42.851062,-70.942437,42.479062,-70.920438,41.40360305954297
42.851062,-70.942437,42.624813,-70.975813,25.304975112578596
42.851062,-70.942437,42.628687,-70.847813,25.906340984991264
42.851062,-70.942437,42.782938,-71.013188,9.52276985881569
42.657187,-71.155438,42.564813,-70.881187,24.68230866744645
42.657187,-71.155438,42.624813,-70.975813,15.127238266065545
42.657187,-71.155438,42.582062,-70.931438,20.142530388640036
42.657187,-71.155438,42.582062,-70.766188,32.92738686610252
42.657187,-71.155438,42.724063,-70.986438,15.687088828902446
42.657187,-71.155438,42.613438,-70.676187,39.50518681056494
42.657187,-71.155438,42.628687,-70.847813,25.360595199423365
42.657187,-71.155438,42.787188,-71.106938,14.988564258548973
42.657187,-71.155438,42.688563,-70.850938,25.137507417773627
42.657187,-71.155438,42.691187,-71.145062,3.8746225859724954
42.657187,-71.155438,42.476687,-70.943687,26.5244037804079
42.657187,-71.155438,42.539063,-71.033062,16.518444706613355
42.657187,-71.155438,42.582062,-70.766188,32.92738686610252
42.657187,-71.155438,42.492438,-70.869187,29.748759802844692
42.657187,-71.155438,42.782938,-71.013188,18.18136660022075
42.657187,-71.155438,42.733063,-71.171563,8.539324166042153
42.657187,-71.155438,42.624813,-70.975813,15.127238266065545
42.657187,-71.155438,42.479062,-70.920438,27.616235503848376
42.657187,-71.155438,42.744187,-70.916438,21.795140841208905
42.657187,-71.155438,42.813187,-70.886188,28.008391820265487
42.657187,-71.155438,42.700563,-71.116563,5.77600263612608
42.657187,-71.155438,42.544562,-70.974187,19.414365281938753
42.657187,-71.155438,42.652187,-70.609562,44.64424276938632
42.657187,-71.155438,42.744187,-70.916438,21.795140841208905
42.657187,-71.155438,42.506312,-70.911563,26.079402540763816
42.657187,-71.155438,42.744187,-70.916438,21.795140841208905
42.657187,-71.155438,42.460813,-71.022437,24.402171548908147
42.657187,-71.155438,42.479062,-70.920438,27.616235503848376
42.657187,-71.155438,42.624813,-70.975813,15.127238266065545
42.657187,-71.155438,42.628687,-70.847813,25.360595199423365
42.657187,-71.155438,42.782938,-71.013188,18.18136660022075
42.657187,-71.155438,42.851062,-70.942437,27.698184973685162
42.564813,-70.881187,42.624813,-70.975813,10.22296589264231
42.564813,-70.881187,42.582062,-70.931438,4.539867091230753
42.564813,-70.881187,42.582062,-70.766188,9.610054023498257
42.564813,-70.881187,42.724063,-70.986438,19.689464475491363
42.564813,-70.881187,42.613438,-70.676187,17.631709163551957
42.564813,-70.881187,42.782938,-71.013188,26.546779300992647
42.564813,-70.881187,42.787188,-71.106938,30.854768014068988
42.564813,-70.881187,42.688563,-70.850938,13.98115183319572
42.564813,-70.881187,42.691187,-71.145062,25.759006426869473
42.564813,-70.881187,42.476687,-70.943687,11.057121990426864
42.564813,-70.881187,42.539063,-71.033062,12.765837618062537
42.564813,-70.881187,42.582062,-70.766188,9.610054023498257
42.564813,-70.881187,42.492438,-70.869187,8.107585088779919
42.564813,-70.881187,42.782938,-71.013188,26.546779300992647
42.564813,-70.881187,42.733063,-71.171563,30.232553922436008
42.564813,-70.881187,42.624813,-70.975813,10.22296589264231
42.564813,-70.881187,42.479062,-70.920438,10.063051249847563
42.564813,-70.881187,42.744187,-70.916438,20.152729628035747
42.564813,-70.881187,42.813187,-70.886188,27.62095328258938
42.564813,-70.881187,42.700563,-71.116563,24.46677035691913
42.564813,-70.881187,42.544562,-70.974187,7.943461439181088
42.564813,-70.881187,42.652187,-70.609562,24.25991951518717
42.564813,-70.881187,42.744187,-70.916438,20.152729628035747
42.564813,-70.881187,42.506312,-70.911563,6.964883393903549
42.564813,-70.881187,42.744187,-70.916438,20.152729628035747
42.564813,-70.881187,42.460813,-71.022437,16.363711538120988
42.564813,-70.881187,42.479062,-70.920438,10.063051249847563
42.564813,-70.881187,42.624813,-70.975813,10.22296589264231
42.564813,-70.881187,42.628687,-70.847813,7.609717831950923
42.564813,-70.881187,42.782938,-71.013188,26.546779300992647
42.564813,-70.881187,42.851062,-70.942437,32.2204782240589
42.564813,-70.881187,42.657187,-71.155438,24.68230866744645
42.624813,-70.975813,42.582062,-70.931438,5.982335735293466
42.624813,-70.975813,42.582062,-70.766188,17.803289730770995
42.624813,-70.975813,42.724063,-70.986438,11.070226925364723
42.624813,-70.975813,42.613438,-70.676187,24.54952973280658
42.624813,-70.975813,42.782938,-71.013188,17.845964598337748
42.624813,-70.975813,42.628687,-70.847813,10.481189373936061
42.624813,-70.975813,42.688563,-70.850938,12.430971923488178
42.624813,-70.975813,42.691187,-71.145062,15.685066567488276
42.624813,-70.975813,42.476687,-70.943687,16.679763750600404
42.624813,-70.975813,42.539063,-71.033062,10.624755065511595
42.624813,-70.975813,42.582062,-70.766188,17.803289730770995
42.624813,-70.975813,42.492438,-70.869187,17.115183536071786
42.624813,-70.975813,42.782938,-71.013188,17.845964598337748
42.624813,-70.975813,42.733063,-71.171563,20.023621131758436
42.624813,-70.975813,42.624813,-70.975813,0.0
42.624813,-70.975813,42.479062,-70.920438,16.829565609981408
42.624813,-70.975813,42.744187,-70.916438,14.133203922882643
42.624813,-70.975813,42.813187,-70.886188,22.18903585994698
42.624813,-70.975813,42.700563,-71.116563,14.261843860677613
42.624813,-70.975813,42.544562,-70.974187,8.924496956513716
42.624813,-70.975813,42.652187,-70.609562,30.113416412217727
42.624813,-70.975813,42.744187,-70.916438,14.133203922882643
42.624813,-70.975813,42.506312,-70.911563,14.188447082692205
42.624813,-70.975813,42.744187,-70.916438,14.133203922882643
42.624813,-70.975813,42.460813,-71.022437,18.631706915258558
42.624813,-70.975813,42.479062,-70.920438,16.829565609981408
42.624813,-70.975813,42.624813,-70.975813,0.0
42.624813,-70.975813,42.628687,-70.847813,10.481189373936061
42.624813,-70.975813,42.782938,-71.013188,17.845964598337748
42.624813,-70.975813,42.851062,-70.942437,25.304975112578596
42.624813,-70.975813,42.657187,-71.155438,15.127238266065545
42.624813,-70.975813,42.564813,-70.881187,10.22296589264231
42.582062,-70.931438,42.582062,-70.766188,13.529646839456388
42.582062,-70.931438,42.724063,-70.986438,16.417941960286036
42.582062,-70.931438,42.613438,-70.676187,21.182398263310116
42.582062,-70.931438,42.782938,-71.013188,23.314557968321882
42.582062,-70.931438,42.628687,-70.847813,8.586085789406257
42.582062,-70.931438,42.787188,-71.106938,26.944998077313972
42.582062,-70.931438,42.691187,-71.145062,21.274612019217233
42.582062,-70.931438,42.476687,-70.943687,11.760077241552953
42.582062,-70.931438,42.539063,-71.033062,9.598771613576158
42.582062,-70.931438,42.582062,-70.766188,13.529646839456388
42.582062,-70.931438,42.492438,-70.869187,11.195079436851843
42.582062,-70.931438,42.782938,-71.013188,23.314557968321882
42.582062,-70.931438,42.733063,-71.171563,25.835998858373003
42.582062,-70.931438,42.624813,-70.975813,5.982335735293466
42.582062,-70.931438,42.479062,-70.920438,11.488490939571497
42.582062,-70.931438,42.744187,-70.916438,18.069152331922886
42.582062,-70.931438,42.813187,-70.886188,25.964606410383556
42.582062,-70.931438,42.700563,-71.116563,20.07286677629945
42.582062,-70.931438,42.544562,-70.974187,5.444708193240336
42.582062,-70.931438,42.652187,-70.609562,27.468372674850176
42.582062,-70.931438,42.744187,-70.916438,18.069152331922886
42.582062,-70.931438,42.506312,-70.911563,8.578946677803263
42.582062,-70.931438,42.744187,-70.916438,18.069152331922886
42.582062,-70.931438,42.460813,-71.022437,15.407418956732732
42.582062,-70.931438,42.479062,-70.920438,11.488490939571497
42.582062,-70.931438,42.624813,-70.975813,5.982335735293466
42.582062,-70.931438,42.628687,-70.847813,8.586085789406257
42.582062,-70.931438,42.782938,-71.013188,23.314557968321882
42.582062,-70.931438,42.851062,-70.942437,29.924929565525314
42.582062,-70.931438,42.657187,-71.155438,20.142530388640036
42.582062,-70.931438,42.564813,-70.881187,4.539867091230753
42.582062,-70.931438,42.624813,-70.975813,5.982335735293466
42.582062,-70.766188,42.724063,-70.986438,23.953175771856046
42.582062,-70.766188,42.613438,-70.676187,8.151249765438884
42.582062,-70.766188,42.782938,-71.013188,30.109098871576382
42.582062,-70.766188,42.628687,-70.847813,8.456185821727802
42.582062,-70.766188,42.787188,-71.106938,36.00014732697239
42.582062,-70.766188,42.688563,-70.850938,13.722480784552697
42.582062,-70.766188,42.476687,-70.943687,18.67733307290143
42.582062,-70.766188,42.539063,-71.033062,22.374350755419986
42.582062,-70.766188,42.582062,-70.766188,0.0
42.582062,-70.766188,42.492438,-70.869187,13.058797181725298
42.582062,-70.766188,42.782938,-71.013188,30.109098871576382
42.582062,-70.766188,42.733063,-71.171563,37.15911013442903
42.582062,-70.766188,42.624813,-70.975813,17.803289730770995
42.582062,-70.766188,42.479062,-70.920438,17.056635849890505
42.582062,-70.766188,42.744187,-70.916438,21.815680726900354
42.582062,-70.766188,42.813187,-70.886188,27.50737618415194
42.582062,-70.766188,42.700563,-71.116563,31.543253690594767
42.582062,-70.766188,42.544562,-70.974187,17.53771131922449
42.582062,-70.766188,42.652187,-70.609562,15.002017746666757
42.582062,-70.766188,42.744187,-70.916438,21.815680726900354
42.582062,-70.766188,42.506312,-70.911563,14.587202716145908
42.582062,-70.766188,42.744187,-70.916438,21.815680726900354
42.582062,-70.766188,42.460813,-71.022437,24.955774195849667
42.582062,-70.766188,42.479062,-70.920438,17.056635849890505
42.582062,-70.766188,42.624813,-70.975813,17.803289730770995
42.582062,-70.766188,42.628687,-70.847813,8.456185821727802
42.582062,-70.766188,42.782938,-71.013188,30.109098871576382
42.582062,-70.766188,42.851062,-70.942437,33.196747063478604
42.582062,-70.766188,42.657187,-71.155438,32.92738686610252
42.582062,-70.766188,42.564813,-70.881187,9.610054023498257
42.582062,-70.766188,42.624813,-70.975813,17.803289730770995
42.582062,-70.766188,42.582062,-70.931438,13.529646839456388
42.724063,-70.986438,42.613438,-70.676187,28.191311952541888
42.724063,-70.986438,42.782938,-71.013188,6.901322202143867
42.724063,-70.986438,42.628687,-70.847813,15.52095606943378
42.724063,-70.986438,42.787188,-71.106938,12.085557617422351
42.724063,-70.986438,42.688563,-70.850938,11.754409023746218
42.724063,-70.986438,42.691187,-71.145062,13.466637803715821
42.724063,-70.986438,42.539063,-71.033062,20.921688467717793
42.724063,-70.986438,42.582062,-70.766188,23.953175771856046
42.724063,-70.986438,42.492438,-70.869187,27.484997750494816
42.724063,-70.986438,42.782938,-71.013188,6.901322202143867
42.724063,-70.986438,42.733063,-71.171563,15.15430373174816
42.724063,-70.986438,42.624813,-70.975813,11.070226925364723
42.724063,-70.986438,42.479062,-70.920438,27.77328064140385
42.724063,-70.986438,42.744187,-70.916438,6.1394840038763325
42.724063,-70.986438,42.813187,-70.886188,12.852092479065812
42.724063,-70.986438,42.700563,-71.116563,10.947965360614983
42.724063,-70.986438,42.544562,-70.974187,19.984745319417502
42.724063,-70.986438,42.652187,-70.609562,31.82363963824565
42.724063,-70.986438,42.744187,-70.916438,6.1394840038763325
42.724063,-70.986438,42.506312,-70.911563,24.97599861671747
42.724063,-70.986438,42.744187,-70.916438,6.1394840038763325
42.724063,-70.986438,42.460813,-71.022437,29.420024378567877
42.724063,-70.986438,42.479062,-70.920438,27.77328064140385
42.724063,-70.986438,42.624813,-70.975813,11.070226925364723
42.724063,-70.986438,42.628687,-70.847813,15.52095606943378
42.724063,-70.986438,42.782938,-71.013188,6.901322202143867
42.724063,-70.986438,42.851062,-70.942437,14.570980336269306
42.724063,-70.986438,42.657187,-71.155438,15.687088828902446
42.724063,-70.986438,42.564813,-70.881187,19.689464475491363
42.724063,-70.986438,42.624813,-70.975813,11.070226925364723
42.724063,-70.986438,42.582062,-70.931438,16.417941960286036
42.724063,-70.986438,42.582062,-70.766188,23.953175771856046
42.613438,-70.676187,42.782938,-71.013188,33.371913123652725
42.613438,-70.676187,42.628687,-70.847813,14.14487901447178
42.613438,-70.676187,42.787188,-71.106938,40.15370062045852
42.613438,-70.676187,42.688563,-70.850938,16.553967595043144
42.613438,-70.676187,42.691187,-71.145062,39.307746653070836
42.613438,-70.676187,42.476687,-70.943687,26.67312622315023
42.613438,-70.676187,42.582062,-70.766188,8.151249765438884
42.613438,-70.676187,42.492438,-70.869187,20.759354022173373
42.613438,-70.676187,42.782938,-71.013188,33.371913123652725
42.613438,-70.676187,42.733063,-71.171563,42.627380864153864
42.613438,-70.676187,42.624813,-70.975813,24.54952973280658
42.613438,-70.676187,42.479062,-70.920438,24.972589604516358
42.613438,-70.676187,42.744187,-70.916438,24.435408679376582
42.613438,-70.676187,42.813187,-70.886188,28.066085034680523
42.613438,-70.676187,42.700563,-71.116563,37.292192624265034
42.613438,-70.676187,42.544562,-70.974187,25.573317451235862
42.613438,-70.676187,42.652187,-70.609562,6.947783415229925
42.613438,-70.676187,42.744187,-70.916438,24.435408679376582
42.613438,-70.676187,42.506312,-70.911563,22.661262728302983
42.613438,-70.676187,42.744187,-70.916438,24.435408679376582
42.613438,-70.676187,42.460813,-71.022437,33.05797556156147
42.613438,-70.676187,42.479062,-70.920438,24.972589604516358
42.613438,-70.676187,42.624813,-70.975813,24.54952973280658
42.613438,-70.676187,42.628687,-70.847813,14.14487901447178
42.613438,-70.676187,42.782938,-71.013188,33.371913123652725
42.613438,-70.676187,42.851062,-70.942437,34.220644435573924
42.613438,-70.676187,42.657187,-71.155438,39.50518681056494
42.613438,-70.676187,42.564813,-70.881187,17.631709163551957
42.613438,-70.676187,42.624813,-70.975813,24.54952973280658
42.613438,-70.676187,42.582062,-70.931438,21.182398263310116
42.613438,-70.676187,42.582062,-70.766188,8.151249765438884
42.613438,-70.676187,42.724063,-70.986438,28.191311952541888
42.782938,-71.013188,42.628687,-70.847813,21.835493053717713
42.782938,-71.013188,42.787188,-71.106938,7.665212351783171
42.782938,-71.013188,42.688563,-70.850938,16.903239314981146
42.782938,-71.013188,42.691187,-71.145062,14.835153104458188
42.782938,-71.013188,42.476687,-70.943687,34.524984542239956
42.782938,-71.013188,42.539063,-71.033062,27.166313030306966
42.782938,-71.013188,42.492438,-70.869187,34.3828481401197
42.782938,-71.013188,42.782938,-71.013188,0.0
42.782938,-71.013188,42.733063,-71.171563,14.069264267686712
42.782938,-71.013188,42.624813,-70.975813,17.845964598337748
42.782938,-71.013188,42.479062,-70.920438,34.630954170627405
42.782938,-71.013188,42.744187,-70.916438,8.997120683253865
42.782938,-71.013188,42.813187,-70.886188,10.894120590325583
42.782938,-71.013188,42.700563,-71.116563,12.456605306888335
42.782938,-71.013188,42.544562,-70.974187,26.697345159386966
42.782938,-71.013188,42.652187,-70.609562,36.037361241064914
42.782938,-71.013188,42.744187,-70.916438,8.997120683253865
42.782938,-71.013188,42.506312,-70.911563,31.862693552598344
42.782938,-71.013188,42.744187,-70.916438,8.997120683253865
42.782938,-71.013188,42.460813,-71.022437,35.826659167202415
42.782938,-71.013188,42.479062,-70.920438,34.630954170627405
42.782938,-71.013188,42.624813,-70.975813,17.845964598337748
42.782938,-71.013188,42.628687,-70.847813,21.835493053717713
42.782938,-71.013188,42.782938,-71.013188,0.0
42.782938,-71.013188,42.851062,-70.942437,9.52276985881569
42.782938,-71.013188,42.657187,-71.155438,18.18136660022075
42.782938,-71.013188,42.564813,-70.881187,26.546779300992647
42.782938,-71.013188,42.624813,-70.975813,17.845964598337748
42.782938,-71.013188,42.582062,-70.931438,23.314557968321882
42.782938,-71.013188,42.582062,-70.766188,30.109098871576382
42.782938,-71.013188,42.724063,-70.986438,6.901322202143867
42.782938,-71.013188,42.613438,-70.676187,33.371913123652725
42.628687,-70.847813,42.787188,-71.106938,27.548209498310726
42.628687,-70.847813,42.688563,-70.850938,6.662809665456348
42.628687,-70.847813,42.691187,-71.145062,25.280482483412563
42.628687,-70.847813,42.476687,-70.943687,18.637026109482118
42.628687,-70.847813,42.539063,-71.033062,18.147766528463606
42.628687,-70.847813,42.582062,-70.766188,8.456185821727802
42.628687,-70.847813,42.782938,-71.013188,21.835493053717713
42.628687,-70.847813,42.733063,-71.171563,28.897658771269217
42.628687,-70.847813,42.624813,-70.975813,10.481189373936061
42.628687,-70.847813,42.479062,-70.920438,17.669057802495338
42.628687,-70.847813,42.744187,-70.916438,14.014486152950616
42.628687,-70.847813,42.813187,-70.886188,20.753598034030546
42.628687,-70.847813,42.700563,-71.116563,23.382705050917696
42.628687,-70.847813,42.544562,-70.974187,13.947807483066264
42.628687,-70.847813,42.652187,-70.609562,19.662646294393216
42.628687,-70.847813,42.744187,-70.916438,14.014486152950616
42.628687,-70.847813,42.506312,-70.911563,14.574597724719606
42.628687,-70.847813,42.744187,-70.916438,14.014486152950616
42.628687,-70.847813,42.460813,-71.022437,23.51806058541568
42.628687,-70.847813,42.479062,-70.920438,17.669057802495338
42.628687,-70.847813,42.624813,-70.975813,10.481189373936061
42.628687,-70.847813,42.628687,-70.847813,0.0
42.628687,-70.847813,42.782938,-71.013188,21.835493053717713
42.628687,-70.847813,42.851062,-70.942437,25.906340984991264
42.628687,-70.847813,42.657187,-71.155438,25.360595199423365
42.628687,-70.847813,42.564813,-70.881187,7.609717831950923
42.628687,-70.847813,42.624813,-70.975813,10.481189373936061
42.628687,-70.847813,42.582062,-70.931438,8.586085789406257
42.628687,-70.847813,42.582062,-70.766188,8.456185821727802
42.628687,-70.847813,42.724063,-70.986438,15.52095606943378
42.628687,-70.847813,42.613438,-70.676187,14.14487901447178
42.628687,-70.847813,42.782938,-71.013188,21.835493053717713
42.787188,-71.106938,42.688563,-70.850938,23.608860463586705
42.787188,-71.106938,42.691187,-71.145062,11.119605096608314
42.787188,-71.106938,42.476687,-70.943687,37.01913185056802
42.787188,-71.106938,42.539063,-71.033062,28.243769890773347
42.787188,-71.106938,42.582062,-70.766188,36.00014732697239
42.787188,-71.106938,42.492438,-70.869187,38.11016889004039
42.787188,-71.106938,42.733063,-71.171563,8.003572874883178
42.787188,-71.106938,42.624813,-70.975813,20.994993613784313
42.787188,-71.106938,42.479062,-70.920438,37.50547363828542
42.787188,-71.106938,42.744187,-70.916438,16.269434201812984
42.787188,-71.106938,42.813187,-70.886188,18.24082679784174
42.787188,-71.106938,42.700563,-71.116563,9.66427535602443
42.787188,-71.106938,42.544562,-70.974187,29.080367866254566
42.787188,-71.106938,42.652187,-70.609562,43.31628238213877
42.787188,-71.106938,42.744187,-70.916438,16.269434201812984
42.787188,-71.106938,42.506312,-70.911563,35.08246249721748
42.787188,-71.106938,42.744187,-70.916438,16.269434201812984
42.787188,-71.106938,42.460813,-71.022437,36.943931552815165
42.787188,-71.106938,42.479062,-70.920438,37.50547363828542
42.787188,-71.106938,42.624813,-70.975813,20.994993613784313
42.787188,-71.106938,42.628687,-70.847813,27.548209498310726
42.787188,-71.106938,42.782938,-71.013188,7.665212351783171
42.787188,-71.106938,42.851062,-70.942437,15.180934650378916
42.787188,-71.106938,42.657187,-71.155438,14.988564258548973
42.787188,-71.106938,42.564813,-70.881187,30.854768014068988
42.787188,-71.106938,42.624813,-70.975813,20.994993613784313
42.787188,-71.106938,42.582062,-70.931438,26.944998077313972
42.787188,-71.106938,42.582062,-70.766188,36.00014732697239
42.787188,-71.106938,42.724063,-70.986438,12.085557617422351
42.787188,-71.106938,42.613438,-70.676187,40.15370062045852
42.787188,-71.106938,42.782938,-71.013188,7.665212351783171
42.787188,-71.106938,42.628687,-70.847813,27.548209498310726
42.688563,-70.850938,42.691187,-71.145062,24.04113034852889
42.688563,-70.850938,42.476687,-70.943687,24.75308018548285
42.688563,-70.850938,42.539063,-71.033062,22.326262096187822
42.688563,-70.850938,42.582062,-70.766188,13.722480784552697
42.688563,-70.850938,42.492438,-70.869187,21.85921343276461
42.688563,-70.850938,42.782938,-71.013188,16.903239314981146
42.688563,-70.850938,42.624813,-70.975813,12.430971923488178
42.688563,-70.850938,42.479062,-70.920438,23.9802979431247
42.688563,-70.850938,42.744187,-70.916438,8.178663218547705
